d,k,c,n,omega,cycle_or_info
2,5,5,657,CYCLIC,[np.int32(2080), np.int32(1040), np.int32(520), np.int32(260), np.int32(130), np.int32(65), np.int32(330), np.int32(165), np.int32(830), np.int32(415)]
2,5,5,978,CYCLIC,[np.int32(2080), np.int32(1040), np.int32(520), np.int32(260), np.int32(130), np.int32(65), np.int32(330), np.int32(165), np.int32(830), np.int32(415)]
2,5,5,1667,CYCLIC,[np.int32(80), np.int32(40), np.int32(20), np.int32(10), np.int32(5), np.int32(30), np.int32(15)]
2,5,5,1656,CYCLIC,[np.int32(1040), np.int32(520), np.int32(260), np.int32(130), np.int32(65), np.int32(330), np.int32(165), np.int32(830), np.int32(415), np.int32(2080)]
2,5,5,944,CYCLIC,[np.int32(30), np.int32(15), np.int32(80), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,5,5,51,CYCLIC,[np.int32(260), np.int32(130), np.int32(65), np.int32(330), np.int32(165), np.int32(830), np.int32(415), np.int32(2080), np.int32(1040), np.int32(520)]
2,5,5,870,CYCLIC,[np.int32(-20), np.int32(-10), np.int32(-5)]
2,5,5,1668,CYCLIC,[np.int32(-20), np.int32(-10), np.int32(-5)]
2,5,5,1478,CYCLIC,[np.int32(330), np.int32(165), np.int32(830), np.int32(415), np.int32(2080), np.int32(1040), np.int32(520), np.int32(260), np.int32(130), np.int32(65)]
2,5,5,1668,CYCLIC,[np.int32(-20), np.int32(-10), np.int32(-5)]
2,5,5,1396,CYCLIC,[np.int32(80), np.int32(40), np.int32(20), np.int32(10), np.int32(5), np.int32(30), np.int32(15)]
2,5,5,22,CYCLIC,[np.int32(30), np.int32(15), np.int32(80), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,5,5,1630,CYCLIC,[np.int32(80), np.int32(40), np.int32(20), np.int32(10), np.int32(5), np.int32(30), np.int32(15)]
2,5,5,1919,CYCLIC,[np.int32(30), np.int32(15), np.int32(80), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,5,5,1398,CYCLIC,[np.int32(80), np.int32(40), np.int32(20), np.int32(10), np.int32(5), np.int32(30), np.int32(15)]
2,5,5,862,CYCLIC,[np.int32(1080), np.int32(540), np.int32(270), np.int32(135), np.int32(680), np.int32(340), np.int32(170), np.int32(85), np.int32(430), np.int32(215)]
2,5,5,1320,CYCLIC,[np.int32(330), np.int32(165), np.int32(830), np.int32(415), np.int32(2080), np.int32(1040), np.int32(520), np.int32(260), np.int32(130), np.int32(65)]
2,5,5,1919,CYCLIC,[np.int32(30), np.int32(15), np.int32(80), np.int32(40), np.int32(20), np.int32(10), np.int32(5)]
2,5,7,568,CYCLIC,[np.int32(568), np.int32(284), np.int32(142), np.int32(71), np.int32(362), np.int32(181), np.int32(912), np.int32(456), np.int32(228), np.int32(114)]...
2,5,7,1447,CYCLIC,[np.int32(142), np.int32(71), np.int32(362), np.int32(181), np.int32(912), np.int32(456), np.int32(228), np.int32(114), np.int32(57), np.int32(292)]...
2,5,7,1128,CYCLIC,[np.int32(722), np.int32(361), np.int32(1812), np.int32(906), np.int32(453), np.int32(2272), np.int32(1136), np.int32(568), np.int32(284), np.int32(142)]...
2,5,7,1037,CYCLIC,[np.int32(2912), np.int32(1456), np.int32(728), np.int32(364), np.int32(182), np.int32(91), np.int32(462), np.int32(231), np.int32(1162), np.int32(581)]
2,5,7,108,CYCLIC,[np.int32(142), np.int32(71), np.int32(362), np.int32(181), np.int32(912), np.int32(456), np.int32(228), np.int32(114), np.int32(57), np.int32(292)]...
2,5,7,1602,CYCLIC,[np.int32(2912), np.int32(1456), np.int32(728), np.int32(364), np.int32(182), np.int32(91), np.int32(462), np.int32(231), np.int32(1162), np.int32(581)]
2,5,7,1676,CYCLIC,[np.int32(722), np.int32(361), np.int32(1812), np.int32(906), np.int32(453), np.int32(2272), np.int32(1136), np.int32(568), np.int32(284), np.int32(142)]...
2,5,7,1037,CYCLIC,[np.int32(2912), np.int32(1456), np.int32(728), np.int32(364), np.int32(182), np.int32(91), np.int32(462), np.int32(231), np.int32(1162), np.int32(581)]
2,5,7,817,CYCLIC,[np.int32(722), np.int32(361), np.int32(1812), np.int32(906), np.int32(453), np.int32(2272), np.int32(1136), np.int32(568), np.int32(284), np.int32(142)]...
2,5,7,1602,CYCLIC,[np.int32(2912), np.int32(1456), np.int32(728), np.int32(364), np.int32(182), np.int32(91), np.int32(462), np.int32(231), np.int32(1162), np.int32(581)]
2,5,7,933,CYCLIC,[np.int32(292), np.int32(146), np.int32(73), np.int32(372), np.int32(186), np.int32(93), np.int32(472), np.int32(236), np.int32(118), np.int32(59)]...
2,5,7,969,CYCLIC,[np.int32(372), np.int32(186), np.int32(93), np.int32(472), np.int32(236), np.int32(118), np.int32(59), np.int32(302), np.int32(151), np.int32(762)]...
2,5,7,457,CYCLIC,[np.int32(722), np.int32(361), np.int32(1812), np.int32(906), np.int32(453), np.int32(2272), np.int32(1136), np.int32(568), np.int32(284), np.int32(142)]...
2,5,7,1414,CYCLIC,[np.int32(2912), np.int32(1456), np.int32(728), np.int32(364), np.int32(182), np.int32(91), np.int32(462), np.int32(231), np.int32(1162), np.int32(581)]
2,5,7,1414,CYCLIC,[np.int32(2912), np.int32(1456), np.int32(728), np.int32(364), np.int32(182), np.int32(91), np.int32(462), np.int32(231), np.int32(1162), np.int32(581)]
2,5,7,355,CYCLIC,[np.int32(-28), np.int32(-14), np.int32(-7)]
2,5,7,1470,CYCLIC,[np.int32(2912), np.int32(1456), np.int32(728), np.int32(364), np.int32(182), np.int32(91), np.int32(462), np.int32(231), np.int32(1162), np.int32(581)]
2,5,7,335,CYCLIC,[np.int32(-28), np.int32(-14), np.int32(-7)]
2,5,7,859,CYCLIC,[np.int32(-28), np.int32(-14), np.int32(-7)]
2,5,7,952,CYCLIC,[np.int32(952), np.int32(476), np.int32(238), np.int32(119), np.int32(602), np.int32(301), np.int32(1512), np.int32(756), np.int32(378), np.int32(189)]
2,5,7,1849,CYCLIC,[np.int32(142), np.int32(71), np.int32(362), np.int32(181), np.int32(912), np.int32(456), np.int32(228), np.int32(114), np.int32(57), np.int32(292)]...
2,5,7,1141,CYCLIC,[np.int32(112), np.int32(56), np.int32(28), np.int32(14), np.int32(7), np.int32(42), np.int32(21)]
2,5,7,1147,CYCLIC,[np.int32(-28), np.int32(-14), np.int32(-7)]
2,5,7,1518,CYCLIC,[np.int32(372), np.int32(186), np.int32(93), np.int32(472), np.int32(236), np.int32(118), np.int32(59), np.int32(302), np.int32(151), np.int32(762)]...
2,5,7,969,CYCLIC,[np.int32(372), np.int32(186), np.int32(93), np.int32(472), np.int32(236), np.int32(118), np.int32(59), np.int32(302), np.int32(151), np.int32(762)]...
2,5,9,250,CYCLIC,[np.int32(154), np.int32(77), np.int32(394), np.int32(197), np.int32(994), np.int32(497), np.int32(2494), np.int32(1247), np.int32(6244), np.int32(3122)]...
2,5,9,1324,CYCLIC,[np.int32(154), np.int32(77), np.int32(394), np.int32(197), np.int32(994), np.int32(497), np.int32(2494), np.int32(1247), np.int32(6244), np.int32(3122)]...
2,5,9,1137,CYCLIC,[np.int32(174), np.int32(87), np.int32(444), np.int32(222), np.int32(111), np.int32(564), np.int32(282), np.int32(141), np.int32(714), np.int32(357)]...
2,5,9,1741,CYCLIC,[np.int32(-6), np.int32(-3)]
2,5,9,585,CYCLIC,[np.int32(144), np.int32(72), np.int32(36), np.int32(18), np.int32(9), np.int32(54), np.int32(27)]
2,5,9,586,CYCLIC,[np.int32(586), np.int32(293), np.int32(1474), np.int32(737), np.int32(3694), np.int32(1847), np.int32(9244), np.int32(4622), np.int32(2311), np.int32(11564)]...
2,5,9,182,CYCLIC,[np.int32(182), np.int32(91), np.int32(464), np.int32(232), np.int32(116), np.int32(58), np.int32(29), np.int32(154), np.int32(77), np.int32(394)]...
2,5,9,108,CYCLIC,[np.int32(54), np.int32(27), np.int32(144), np.int32(72), np.int32(36), np.int32(18), np.int32(9)]
2,5,9,1295,CYCLIC,[np.int32(-6), np.int32(-3)]
2,5,9,761,CYCLIC,[np.int32(761), np.int32(3814), np.int32(1907), np.int32(9544), np.int32(4772), np.int32(2386), np.int32(1193), np.int32(5974), np.int32(2987), np.int32(14944)]...
2,5,9,1083,CYCLIC,[np.int32(264), np.int32(132), np.int32(66), np.int32(33), np.int32(174), np.int32(87), np.int32(444), np.int32(222), np.int32(111), np.int32(564)]...
2,5,9,1573,CYCLIC,[np.int32(-6), np.int32(-3)]
2,5,9,798,CYCLIC,[np.int32(2004), np.int32(1002), np.int32(501), np.int32(2514), np.int32(1257), np.int32(6294), np.int32(3147), np.int32(15744), np.int32(7872), np.int32(3936)]...
2,5,9,481,CYCLIC,[np.int32(454), np.int32(227), np.int32(1144), np.int32(572), np.int32(286), np.int32(143), np.int32(724), np.int32(362), np.int32(181), np.int32(914)]...
2,5,9,154,CYCLIC,[np.int32(154), np.int32(77), np.int32(394), np.int32(197), np.int32(994), np.int32(497), np.int32(2494), np.int32(1247), np.int32(6244), np.int32(3122)]...
2,5,9,1571,CYCLIC,[np.int32(-6), np.int32(-3)]
2,5,9,786,CYCLIC,[np.int32(154), np.int32(77), np.int32(394), np.int32(197), np.int32(994), np.int32(497), np.int32(2494), np.int32(1247), np.int32(6244), np.int32(3122)]...
2,5,9,1532,CYCLIC,[np.int32(454), np.int32(227), np.int32(1144), np.int32(572), np.int32(286), np.int32(143), np.int32(724), np.int32(362), np.int32(181), np.int32(914)]...
2,5,9,670,CYCLIC,[np.int32(154), np.int32(77), np.int32(394), np.int32(197), np.int32(994), np.int32(497), np.int32(2494), np.int32(1247), np.int32(6244), np.int32(3122)]...
2,5,9,426,CYCLIC,[np.int32(264), np.int32(132), np.int32(66), np.int32(33), np.int32(174), np.int32(87), np.int32(444), np.int32(222), np.int32(111), np.int32(564)]...
2,5,9,358,CYCLIC,[np.int32(904), np.int32(452), np.int32(226), np.int32(113), np.int32(574), np.int32(287), np.int32(1444), np.int32(722), np.int32(361), np.int32(1814)]...
2,5,9,318,CYCLIC,[np.int32(318), np.int32(159), np.int32(804), np.int32(402), np.int32(201), np.int32(1014), np.int32(507), np.int32(2544), np.int32(1272), np.int32(636)]
2,5,9,516,CYCLIC,[np.int32(516), np.int32(258), np.int32(129), np.int32(654), np.int32(327), np.int32(1644), np.int32(822), np.int32(411), np.int32(2064), np.int32(1032)]
2,5,9,411,CYCLIC,[np.int32(411), np.int32(2064), np.int32(1032), np.int32(516), np.int32(258), np.int32(129), np.int32(654), np.int32(327), np.int32(1644), np.int32(822)]
2,5,9,297,CYCLIC,[np.int32(297), np.int32(1494), np.int32(747), np.int32(3744), np.int32(1872), np.int32(936), np.int32(468), np.int32(234), np.int32(117), np.int32(594)]
2,5,9,1419,CYCLIC,[np.int32(444), np.int32(222), np.int32(111), np.int32(564), np.int32(282), np.int32(141), np.int32(714), np.int32(357), np.int32(1794), np.int32(897)]...
2,5,9,75,CYCLIC,[np.int32(24), np.int32(12), np.int32(6), np.int32(3)]
2,5,9,873,CYCLIC,[np.int32(54), np.int32(27), np.int32(144), np.int32(72), np.int32(36), np.int32(18), np.int32(9)]
2,5,9,1731,CYCLIC,[np.int32(264), np.int32(132), np.int32(66), np.int32(33), np.int32(174), np.int32(87), np.int32(444), np.int32(222), np.int32(111), np.int32(564)]...
2,5,9,75,CYCLIC,[np.int32(24), np.int32(12), np.int32(6), np.int32(3)]
2,5,9,297,CYCLIC,[np.int32(297), np.int32(1494), np.int32(747), np.int32(3744), np.int32(1872), np.int32(936), np.int32(468), np.int32(234), np.int32(117), np.int32(594)]
2,5,9,1392,CYCLIC,[np.int32(174), np.int32(87), np.int32(444), np.int32(222), np.int32(111), np.int32(564), np.int32(282), np.int32(141), np.int32(714), np.int32(357)]...
2,5,9,300,CYCLIC,[np.int32(24), np.int32(12), np.int32(6), np.int32(3)]
2,5,9,684,CYCLIC,[np.int32(54), np.int32(27), np.int32(144), np.int32(72), np.int32(36), np.int32(18), np.int32(9)]
2,5,9,494,CYCLIC,[np.int32(154), np.int32(77), np.int32(394), np.int32(197), np.int32(994), np.int32(497), np.int32(2494), np.int32(1247), np.int32(6244), np.int32(3122)]...
2,5,9,104,CYCLIC,[np.int32(154), np.int32(77), np.int32(394), np.int32(197), np.int32(994), np.int32(497), np.int32(2494), np.int32(1247), np.int32(6244), np.int32(3122)]...
2,5,9,52,CYCLIC,[np.int32(154), np.int32(77), np.int32(394), np.int32(197), np.int32(994), np.int32(497), np.int32(2494), np.int32(1247), np.int32(6244), np.int32(3122)]...
2,5,9,1510,CYCLIC,[np.int32(454), np.int32(227), np.int32(1144), np.int32(572), np.int32(286), np.int32(143), np.int32(724), np.int32(362), np.int32(181), np.int32(914)]...
2,5,9,468,CYCLIC,[np.int32(468), np.int32(234), np.int32(117), np.int32(594), np.int32(297), np.int32(1494), np.int32(747), np.int32(3744), np.int32(1872), np.int32(936)]
2,5,9,1764,CYCLIC,[np.int32(-6), np.int32(-3)]
2,5,9,653,CYCLIC,[np.int32(454), np.int32(227), np.int32(1144), np.int32(572), np.int32(286), np.int32(143), np.int32(724), np.int32(362), np.int32(181), np.int32(914)]...
2,5,9,1812,CYCLIC,[np.int32(174), np.int32(87), np.int32(444), np.int32(222), np.int32(111), np.int32(564), np.int32(282), np.int32(141), np.int32(714), np.int32(357)]...
2,5,9,1284,CYCLIC,[np.int32(154), np.int32(77), np.int32(394), np.int32(197), np.int32(994), np.int32(497), np.int32(2494), np.int32(1247), np.int32(6244), np.int32(3122)]...
2,5,9,470,CYCLIC,[np.int32(154), np.int32(77), np.int32(394), np.int32(197), np.int32(994), np.int32(497), np.int32(2494), np.int32(1247), np.int32(6244), np.int32(3122)]...
2,5,9,1386,CYCLIC,[np.int32(-6), np.int32(-3)]
2,5,9,750,CYCLIC,[np.int32(154), np.int32(77), np.int32(394), np.int32(197), np.int32(994), np.int32(497), np.int32(2494), np.int32(1247), np.int32(6244), np.int32(3122)]...
2,5,9,627,CYCLIC,[np.int32(154), np.int32(77), np.int32(394), np.int32(197), np.int32(994), np.int32(497), np.int32(2494), np.int32(1247), np.int32(6244), np.int32(3122)]...
2,5,9,1356,CYCLIC,[np.int32(264), np.int32(132), np.int32(66), np.int32(33), np.int32(174), np.int32(87), np.int32(444), np.int32(222), np.int32(111), np.int32(564)]...
2,5,9,1922,CYCLIC,[np.int32(-6), np.int32(-3)]
2,5,9,1301,CYCLIC,[np.int32(-6), np.int32(-3)]
2,5,9,1164,CYCLIC,[np.int32(1164), np.int32(582), np.int32(291), np.int32(1464), np.int32(732), np.int32(366), np.int32(183), np.int32(924), np.int32(462), np.int32(231)]
2,5,9,607,CYCLIC,[np.int32(607), np.int32(3044), np.int32(1522), np.int32(761), np.int32(3814), np.int32(1907), np.int32(9544), np.int32(4772), np.int32(2386), np.int32(1193)]...
2,5,9,1667,CYCLIC,[np.int32(454), np.int32(227), np.int32(1144), np.int32(572), np.int32(286), np.int32(143), np.int32(724), np.int32(362), np.int32(181), np.int32(914)]...
2,6,1,325,CYCLIC,[np.int32(858993459)]
2,6,1,870,CYCLIC,[np.int32(858993459)]
2,6,1,933,CYCLIC,[np.int32(858993459)]
2,6,1,644,CYCLIC,[np.int32(858993459)]
2,6,1,1808,CYCLIC,[np.int32(858993459)]
2,6,1,530,CYCLIC,[np.int32(858993459)]
2,6,1,912,CYCLIC,[np.int32(858993459)]
2,6,1,986,CYCLIC,[np.int32(858993459)]
2,6,1,1825,CYCLIC,[np.int32(858993459)]
2,6,1,116,CYCLIC,[np.int32(858993459)]
2,6,1,1031,CYCLIC,[np.int32(858993459)]
2,6,1,574,CYCLIC,[np.int32(858993459)]
2,6,1,328,CYCLIC,[np.int32(858993459)]
2,6,1,780,CYCLIC,[np.int32(858993459)]
2,6,1,1470,CYCLIC,[np.int32(858993459)]
2,6,1,854,CYCLIC,[np.int32(858993459)]
2,6,1,1702,CYCLIC,[np.int32(858993459)]
2,6,1,1063,CYCLIC,[np.int32(858993459)]
2,6,1,840,CYCLIC,[np.int32(858993459)]
2,6,1,1572,CYCLIC,[np.int32(858993459)]
2,6,1,1577,CYCLIC,[np.int32(858993459)]
2,6,1,1666,CYCLIC,[np.int32(858993459)]
2,6,1,1119,CYCLIC,[np.int32(858993459)]
2,6,1,714,CYCLIC,[np.int32(858993459)]
2,6,1,1764,CYCLIC,[np.int32(858993459)]
2,6,1,1533,CYCLIC,[np.int32(858993459)]
2,6,1,1638,CYCLIC,[np.int32(858993459)]
2,6,1,1522,CYCLIC,[np.int32(858993459)]
2,6,1,1061,CYCLIC,[np.int32(858993459)]
2,6,1,650,CYCLIC,[np.int32(858993459)]
2,6,1,1593,CYCLIC,[np.int32(858993459)]
2,6,1,172,CYCLIC,[np.int32(858993459)]
2,6,1,840,CYCLIC,[np.int32(858993459)]
2,6,1,1419,CYCLIC,[np.int32(858993459)]
2,6,1,1048,CYCLIC,[np.int32(858993459)]
2,6,1,1098,CYCLIC,[np.int32(858993459)]
2,6,1,605,CYCLIC,[np.int32(858993459)]
2,6,1,67,CYCLIC,[np.int32(858993459)]
2,6,1,1981,CYCLIC,[np.int32(858993459)]
2,6,1,1493,CYCLIC,[np.int32(858993459)]
2,6,1,942,CYCLIC,[np.int32(858993459)]
2,6,1,1198,CYCLIC,[np.int32(858993459)]
2,6,1,1576,CYCLIC,[np.int32(858993459)]
2,6,1,1249,CYCLIC,[np.int32(858993459)]
2,6,1,251,CYCLIC,[np.int32(858993459)]
2,6,1,270,CYCLIC,[np.int32(858993459)]
2,6,1,394,CYCLIC,[np.int32(858993459)]
2,6,1,1944,CYCLIC,[np.int32(858993459)]
2,6,1,1062,CYCLIC,[np.int32(858993459)]
2,6,1,222,CYCLIC,[np.int32(858993459)]
2,6,1,1127,CYCLIC,[np.int32(858993459)]
2,6,1,27,CYCLIC,[np.int32(858993459)]
2,6,1,1358,CYCLIC,[np.int32(858993459)]
2,6,1,258,CYCLIC,[np.int32(858993459)]
2,6,1,1107,CYCLIC,[np.int32(858993459)]
2,6,1,1996,CYCLIC,[np.int32(858993459)]
2,6,1,129,CYCLIC,[np.int32(858993459)]
2,6,1,1152,CYCLIC,[np.int32(858993459)]
2,6,1,1210,CYCLIC,[np.int32(858993459)]
2,6,1,1394,CYCLIC,[np.int32(858993459)]
2,6,1,1030,CYCLIC,[np.int32(858993459)]
2,6,1,798,CYCLIC,[np.int32(858993459)]
2,6,1,754,CYCLIC,[np.int32(858993459)]
2,6,1,1266,CYCLIC,[np.int32(858993459)]
2,6,1,1276,CYCLIC,[np.int32(858993459)]
2,6,1,1394,CYCLIC,[np.int32(858993459)]
2,6,1,1484,CYCLIC,[np.int32(858993459)]
2,6,1,1028,CYCLIC,[np.int32(858993459)]
2,6,1,1107,CYCLIC,[np.int32(858993459)]
2,6,1,1739,CYCLIC,[np.int32(858993459)]
2,6,1,1408,CYCLIC,[np.int32(858993459)]
2,6,1,511,CYCLIC,[np.int32(858993459)]
2,6,1,63,CYCLIC,[np.int32(858993459)]
2,6,1,783,CYCLIC,[np.int32(858993459)]
2,6,1,1612,CYCLIC,[np.int32(858993459)]
2,6,1,1874,CYCLIC,[np.int32(858993459)]
2,6,1,54,CYCLIC,[np.int32(858993459)]
2,6,1,684,CYCLIC,[np.int32(858993459)]
2,6,1,1577,CYCLIC,[np.int32(858993459)]
2,6,1,1787,CYCLIC,[np.int32(858993459)]
2,6,1,764,CYCLIC,[np.int32(858993459)]
2,6,1,1793,CYCLIC,[np.int32(858993459)]
2,6,1,1050,CYCLIC,[np.int32(858993459)]
2,6,1,1873,CYCLIC,[np.int32(858993459)]
2,6,1,1951,CYCLIC,[np.int32(858993459)]
2,6,1,1483,CYCLIC,[np.int32(858993459)]
2,6,1,575,CYCLIC,[np.int32(858993459)]
2,6,1,49,CYCLIC,[np.int32(858993459)]
2,6,1,998,CYCLIC,[np.int32(858993459)]
2,6,1,184,CYCLIC,[np.int32(858993459)]
2,6,1,1566,CYCLIC,[np.int32(858993459)]
2,6,1,398,CYCLIC,[np.int32(858993459)]
2,6,1,1644,CYCLIC,[np.int32(858993459)]
2,6,1,853,CYCLIC,[np.int32(858993459)]
2,6,1,1849,CYCLIC,[np.int32(858993459)]
2,6,1,1043,CYCLIC,[np.int32(858993459)]
2,6,1,1172,CYCLIC,[np.int32(858993459)]
2,6,1,627,CYCLIC,[np.int32(858993459)]
2,6,1,21,CYCLIC,[np.int32(858993459)]
2,6,1,843,CYCLIC,[np.int32(858993459)]
2,6,3,1866,CYCLIC,[np.int32(-1717986919)]
2,6,3,1814,CYCLIC,[np.int32(-1717986919)]
2,6,3,11,CYCLIC,[np.int32(-1717986919)]
2,6,3,326,CYCLIC,[np.int32(-1717986919)]
2,6,3,951,CYCLIC,[np.int32(-1717986919)]
2,6,3,1295,CYCLIC,[np.int32(-1717986919)]
2,6,3,406,CYCLIC,[np.int32(-1717986919)]
2,6,3,817,CYCLIC,[np.int32(-1717986919)]
2,6,3,1951,CYCLIC,[np.int32(-1717986919)]
2,6,3,1842,CYCLIC,[np.int32(-1717986919)]
2,6,3,1719,CYCLIC,[np.int32(-1717986919)]
2,6,3,1539,CYCLIC,[np.int32(-1717986919)]
2,6,3,927,CYCLIC,[np.int32(-1717986919)]
2,6,3,707,CYCLIC,[np.int32(-1717986919)]
2,6,3,1266,CYCLIC,[np.int32(-1717986919)]
2,6,3,1545,CYCLIC,[np.int32(-1717986919)]
2,6,3,736,CYCLIC,[np.int32(-1717986919)]
2,6,3,1173,CYCLIC,[np.int32(-1717986919)]
2,6,3,181,CYCLIC,[np.int32(-1717986919)]
2,6,3,1161,CYCLIC,[np.int32(-1717986919)]
2,6,3,307,CYCLIC,[np.int32(-1717986919)]
2,6,3,17,CYCLIC,[np.int32(-1717986919)]
2,6,3,226,CYCLIC,[np.int32(-1717986919)]
2,6,3,1503,CYCLIC,[np.int32(-1717986919)]
2,6,3,1627,CYCLIC,[np.int32(-1717986919)]
2,6,3,606,CYCLIC,[np.int32(-1717986919)]
2,6,3,1118,CYCLIC,[np.int32(-1717986919)]
2,6,3,1907,CYCLIC,[np.int32(-1717986919)]
2,6,3,1027,CYCLIC,[np.int32(-1717986919)]
2,6,3,883,CYCLIC,[np.int32(-1717986919)]
2,6,3,307,CYCLIC,[np.int32(-1717986919)]
2,6,3,10,CYCLIC,[np.int32(-1717986919)]
2,6,3,15,CYCLIC,[np.int32(-1717986919)]
2,6,3,1882,CYCLIC,[np.int32(-1717986919)]
2,6,3,1100,CYCLIC,[np.int32(-1717986919)]
2,6,3,963,CYCLIC,[np.int32(-1717986919)]
2,6,3,756,CYCLIC,[np.int32(-1717986919)]
2,6,3,1517,CYCLIC,[np.int32(-1717986919)]
2,6,3,1458,CYCLIC,[np.int32(-1717986919)]
2,6,3,1413,CYCLIC,[np.int32(-1717986919)]
2,6,3,155,CYCLIC,[np.int32(-1717986919)]
2,6,3,102,CYCLIC,[np.int32(-1717986919)]
2,6,3,1485,CYCLIC,[np.int32(-1717986919)]
2,6,3,1150,CYCLIC,[np.int32(-1717986919)]
2,6,3,191,CYCLIC,[np.int32(-1717986919)]
2,6,3,496,CYCLIC,[np.int32(-1717986919)]
2,6,3,431,CYCLIC,[np.int32(-1717986919)]
2,6,3,1248,CYCLIC,[np.int32(-1717986919)]
2,6,3,388,CYCLIC,[np.int32(-1717986919)]
2,6,3,437,CYCLIC,[np.int32(-1717986919)]
2,6,3,1246,CYCLIC,[np.int32(-1717986919)]
2,6,3,1621,CYCLIC,[np.int32(-1717986919)]
2,6,3,1580,CYCLIC,[np.int32(-1717986919)]
2,6,3,478,CYCLIC,[np.int32(-1717986919)]
2,6,3,1126,CYCLIC,[np.int32(-1717986919)]
2,6,3,884,CYCLIC,[np.int32(-1717986919)]
2,6,3,711,CYCLIC,[np.int32(-1717986919)]
2,6,3,1064,CYCLIC,[np.int32(-1717986919)]
2,6,3,473,CYCLIC,[np.int32(-1717986919)]
2,6,3,1466,CYCLIC,[np.int32(-1717986919)]
2,6,3,1516,CYCLIC,[np.int32(-1717986919)]
2,6,3,1132,CYCLIC,[np.int32(-1717986919)]
2,6,3,1603,CYCLIC,[np.int32(-1717986919)]
2,6,3,1211,CYCLIC,[np.int32(-1717986919)]
2,6,3,364,CYCLIC,[np.int32(-1717986919)]
2,6,3,1993,CYCLIC,[np.int32(-1717986919)]
2,6,3,1324,CYCLIC,[np.int32(-1717986919)]
2,6,3,240,CYCLIC,[np.int32(-1717986919)]
2,6,3,725,CYCLIC,[np.int32(-1717986919)]
2,6,3,1626,CYCLIC,[np.int32(-1717986919)]
2,6,3,1796,CYCLIC,[np.int32(-1717986919)]
2,6,3,799,CYCLIC,[np.int32(-1717986919)]
2,6,3,1887,CYCLIC,[np.int32(-1717986919)]
2,6,3,1700,CYCLIC,[np.int32(-1717986919)]
2,6,3,493,CYCLIC,[np.int32(-1717986919)]
2,6,3,223,CYCLIC,[np.int32(-1717986919)]
2,6,3,651,CYCLIC,[np.int32(-1717986919)]
2,6,3,506,CYCLIC,[np.int32(-1717986919)]
2,6,3,1211,CYCLIC,[np.int32(-1717986919)]
2,6,3,247,CYCLIC,[np.int32(-1717986919)]
2,6,3,1033,CYCLIC,[np.int32(-1717986919)]
2,6,3,519,CYCLIC,[np.int32(-1717986919)]
2,6,3,1569,CYCLIC,[np.int32(-1717986919)]
2,6,3,1794,CYCLIC,[np.int32(-1717986919)]
2,6,3,1031,CYCLIC,[np.int32(-1717986919)]
2,6,3,428,CYCLIC,[np.int32(-1717986919)]
2,6,3,721,CYCLIC,[np.int32(-1717986919)]
2,6,3,1229,CYCLIC,[np.int32(-1717986919)]
2,6,3,1147,CYCLIC,[np.int32(-1717986919)]
2,6,3,1818,CYCLIC,[np.int32(-1717986919)]
2,6,3,1733,CYCLIC,[np.int32(-1717986919)]
2,6,3,1993,CYCLIC,[np.int32(-1717986919)]
2,6,3,1653,CYCLIC,[np.int32(-1717986919)]
2,6,3,129,CYCLIC,[np.int32(-1717986919)]
2,6,3,1679,CYCLIC,[np.int32(-1717986919)]
2,6,3,415,CYCLIC,[np.int32(-1717986919)]
2,6,3,1861,CYCLIC,[np.int32(-1717986919)]
2,6,3,1128,CYCLIC,[np.int32(-1717986919)]
2,6,3,510,CYCLIC,[np.int32(-1717986919)]
2,6,3,177,CYCLIC,[np.int32(-1717986919)]
2,6,5,1577,CYCLIC,[np.int32(-1)]
2,6,5,1971,CYCLIC,[np.int32(-1)]
2,6,5,1703,CYCLIC,[np.int32(-1)]
2,6,5,408,CYCLIC,[np.int32(-1)]
2,6,5,1143,CYCLIC,[np.int32(-1)]
2,6,5,1222,CYCLIC,[np.int32(-1)]
2,6,5,1087,CYCLIC,[np.int32(-1)]
2,6,5,643,CYCLIC,[np.int32(-1)]
2,6,5,148,CYCLIC,[np.int32(-1)]
2,6,5,1069,CYCLIC,[np.int32(-1)]
2,6,5,1985,CYCLIC,[np.int32(-1)]
2,6,5,1718,CYCLIC,[np.int32(-1)]
2,6,5,1136,CYCLIC,[np.int32(-1)]
2,6,5,1751,CYCLIC,[np.int32(-1)]
2,6,5,1907,CYCLIC,[np.int32(-1)]
2,6,5,576,CYCLIC,[np.int32(-1)]
2,6,5,1223,CYCLIC,[np.int32(-1)]
2,6,5,542,CYCLIC,[np.int32(-1)]
2,6,5,1828,CYCLIC,[np.int32(-1)]
2,6,5,426,CYCLIC,[np.int32(-1)]
2,6,5,1901,CYCLIC,[np.int32(-1)]
2,6,5,393,CYCLIC,[np.int32(-1)]
2,6,5,1181,CYCLIC,[np.int32(-1)]
2,6,5,749,CYCLIC,[np.int32(-1)]
2,6,5,1247,CYCLIC,[np.int32(-1)]
2,6,5,1913,CYCLIC,[np.int32(-1)]
2,6,5,657,CYCLIC,[np.int32(-1)]
