r,v,rank,rank_next,tau,efficiency,next_r,next_v
58522,1,131,130,1,1,29261,0
58523,0,45,44,1,1,44498,1
58524,2,40,39,1,1,29262,1
58525,0,118,117,1,1,44504,3
58526,1,128,127,1,1,29263,0
58527,0,71,70,1,1,44510,1
58528,3,133,132,1,1,29264,3
58529,0,88,87,1,1,44516,2
58530,1,118,117,1,1,29265,0
58531,0,40,39,1,1,44522,1
58532,2,73,72,1,1,29266,1
58533,0,118,117,1,1,44528,3
58534,1,118,117,1,1,29267,0
58535,0,32,31,1,1,44534,1
58536,3,133,132,1,1,29268,2
58537,0,79,78,1,1,44540,2
58538,1,38,37,1,1,29269,0
58539,0,27,26,1,1,44546,1
58540,2,27,26,1,1,29270,1
58541,0,131,130,1,1,44552,3
58542,1,131,130,1,1,29271,0
58543,0,102,101,1,1,44558,1
58544,3,133,132,1,1,29272,3
58545,0,69,68,1,1,44564,2
58546,1,69,68,1,1,29273,0
58547,0,115,114,1,1,44570,1
58548,2,133,132,1,1,29274,1
58549,0,38,37,1,1,44576,3
58550,1,78,77,1,1,29275,0
58551,0,71,70,1,1,44582,1
58552,3,133,132,1,1,29276,2
58553,0,42,41,1,1,44588,2
58554,1,38,37,1,1,29277,0
58555,0,53,52,1,1,44594,1
58556,2,128,127,1,1,29278,1
58557,0,69,68,1,1,44600,3
58558,1,141,140,1,1,29279,0
58559,0,40,39,1,1,44606,1
58560,3,133,132,1,1,29280,3
58561,0,43,42,1,1,44612,2
58562,1,43,42,1,1,29281,0
58563,0,35,34,1,1,44618,1
58564,2,45,44,1,1,29282,1
58565,0,131,130,1,1,44624,3
58566,1,131,130,1,1,29283,0
58567,0,35,34,1,1,44630,1
58568,3,45,44,1,1,29284,2
58569,0,48,47,1,1,44636,2
58570,1,131,130,1,1,29285,0
58571,0,35,34,1,1,44642,1
58572,2,22,21,1,1,29286,1
58573,0,131,130,1,1,44648,3
58574,1,72,71,1,1,29287,0
58575,0,48,47,1,1,44654,1
58576,3,133,132,1,1,29288,3
58577,0,51,50,1,1,44660,2
58578,1,51,50,1,1,29289,0
58579,0,97,96,1,1,44666,1
58580,2,133,132,1,1,29290,1
58581,0,38,37,1,1,44672,3
58582,1,162,161,1,1,29291,0
58583,0,48,47,1,1,44678,1
58584,3,77,76,1,1,29292,2
58585,0,131,130,1,1,44684,2
58586,1,113,112,1,1,29293,0
58587,0,48,47,1,1,44690,1
58588,2,110,109,1,1,29294,1
58589,0,113,112,1,1,44696,3
58590,1,79,78,1,1,29295,0
58591,0,61,60,1,1,44702,1
58592,3,71,70,1,1,29296,3
58593,0,85,84,1,1,44708,2
58594,1,38,37,1,1,29297,0
58595,0,17,16,1,1,44714,1
58596,2,84,83,1,1,29298,1
58597,0,69,68,1,1,44720,3
58598,1,69,68,1,1,29299,0
58599,0,35,34,1,1,44726,1
58600,3,71,70,1,1,29300,2
58601,0,97,96,1,1,44732,2
58602,1,69,68,1,1,29301,0
58603,0,61,60,1,1,44738,1
58604,2,30,29,1,1,29302,1
58605,0,69,68,1,1,44744,3
58606,1,69,68,1,1,29303,0
58607,0,105,104,1,1,44750,1
58608,3,71,70,1,1,29304,3
58609,0,69,68,1,1,44756,2
58610,1,131,130,1,1,29305,0
58611,0,22,21,1,1,44762,1
58612,2,71,70,1,1,29306,1
58613,0,69,68,1,1,44768,3
58614,1,69,68,1,1,29307,0
58615,0,43,42,1,1,44774,1
58616,3,60,59,1,1,29308,2
58617,0,69,68,1,1,44780,2
58618,1,143,142,1,1,29309,0
58619,0,136,135,1,1,44786,1
58620,2,92,91,1,1,29310,1
58621,0,147,146,1,1,44792,3
58622,1,178,177,1,1,29311,0
58623,0,136,135,1,1,44798,1
58624,3,40,39,1,1,29312,3
58625,0,69,68,1,1,44804,2
58626,1,69,68,1,1,29313,0
58627,0,43,42,1,1,44810,1
58628,2,133,132,1,1,29314,1
58629,0,38,37,1,1,44816,3
58630,1,38,37,1,1,29315,0
58631,0,61,60,1,1,44822,1
58632,3,155,154,1,1,29316,2
58633,0,79,78,1,1,44828,2
58634,1,100,99,1,1,29317,0
58635,0,105,104,1,1,44834,1
58636,2,118,117,1,1,29318,1
58637,0,100,99,1,1,44840,3
58638,1,69,68,1,1,29319,0
58639,0,30,29,1,1,44846,1
58640,3,45,44,1,1,29320,3
58641,0,100,99,1,1,44852,2
58642,1,69,68,1,1,29321,0
58643,0,56,55,1,1,44858,1
58644,2,45,44,1,1,29322,1
58645,0,87,86,1,1,44864,3
58646,1,100,99,1,1,29323,0
58647,0,118,117,1,1,44870,1
58648,3,45,44,1,1,29324,2
58649,0,62,61,1,1,44876,2
58650,1,87,86,1,1,29325,0
58651,0,100,99,1,1,44882,1
58652,2,56,55,1,1,29326,1
58653,0,94,93,1,1,44888,3
58654,1,141,140,1,1,29327,0
58655,0,118,117,1,1,44894,1
58656,3,45,44,1,1,29328,3
58657,0,38,37,1,1,44900,2
58658,1,131,130,1,1,29329,0
58659,0,38,37,1,1,44906,1
58660,2,55,54,1,1,29330,1
58661,0,131,130,1,1,44912,3
58662,1,131,130,1,1,29331,0
58663,0,131,130,1,1,44918,1
58664,3,45,44,1,1,29332,2
58665,0,61,60,1,1,44924,2
58666,1,87,86,1,1,29333,0
58667,0,38,37,1,1,44930,1
58668,2,25,24,1,1,29334,1
58669,0,87,86,1,1,44936,3
58670,1,87,86,1,1,29335,0
58671,0,87,86,1,1,44942,1
58672,3,45,44,1,1,29336,3
58673,0,162,161,1,1,44948,2
58674,1,162,161,1,1,29337,0
58675,0,38,37,1,1,44954,1
58676,2,45,44,1,1,29338,1
58677,0,87,86,1,1,44960,3
58678,1,64,63,1,1,29339,0
58679,0,56,55,1,1,44966,1
58680,3,71,70,1,1,29340,2
58681,0,57,56,1,1,44972,2
58682,1,61,60,1,1,29341,0
58683,0,25,24,1,1,44978,1
58684,2,100,99,1,1,29342,1
58685,0,61,60,1,1,44984,3
58686,1,92,91,1,1,29343,0
58687,0,144,143,1,1,44990,1
58688,3,40,39,1,1,29344,3
58689,0,87,86,1,1,44996,2
58690,1,162,161,1,1,29345,0
58691,0,51,50,1,1,45002,1
58692,2,99,98,1,1,29346,1
58693,0,80,79,1,1,45008,3
58694,1,80,79,1,1,29347,0
58695,0,95,94,1,1,45014,1
58696,3,198,197,1,1,29348,2
58697,0,61,60,1,1,45020,2
58698,1,80,79,1,1,29349,0
58699,0,113,112,1,1,45026,1
58700,2,113,112,1,1,29350,1
58701,0,80,79,1,1,45032,3
58702,1,61,60,1,1,29351,0
58703,0,64,63,1,1,45038,1
58704,3,40,39,1,1,29352,3
58705,0,75,74,1,1,45044,2
58706,1,41,40,1,1,29353,0
58707,0,51,50,1,1,45050,1
58708,2,40,39,1,1,29354,1
58709,0,25,24,1,1,45056,3
58710,1,61,60,1,1,29355,0
58711,0,126,125,1,1,45062,1
58712,3,118,117,1,1,29356,2
58713,0,61,60,1,1,45068,2
58714,1,87,86,1,1,29357,0
58715,0,64,63,1,1,45074,1
58716,2,33,32,1,1,29358,1
58717,0,87,86,1,1,45080,3
58718,1,61,60,1,1,29359,0
58719,0,126,125,1,1,45086,1
58720,3,133,132,1,1,29360,3
58721,0,180,179,1,1,45092,2
58722,1,87,86,1,1,29361,0
58723,0,33,32,1,1,45098,1
58724,2,118,117,1,1,29362,1
58725,0,87,86,1,1,45104,3
58726,1,87,86,1,1,29363,0
58727,0,77,76,1,1,45110,1
58728,3,133,132,1,1,29364,2
58729,0,35,34,1,1,45116,2
58730,1,38,37,1,1,29365,0
58731,0,25,24,1,1,45122,1
58732,2,46,45,1,1,29366,1
58733,0,43,42,1,1,45128,3
58734,1,43,42,1,1,29367,0
58735,0,139,138,1,1,45134,1
58736,3,133,132,1,1,29368,3
58737,0,38,37,1,1,45140,2
58738,1,87,86,1,1,29369,0
58739,0,33,32,1,1,45146,1
58740,2,133,132,1,1,29370,1
58741,0,38,37,1,1,45152,3
58742,1,104,103,1,1,29371,0
58743,0,95,94,1,1,45158,1
58744,3,55,54,1,1,29372,2
58745,0,98,97,1,1,45164,2
58746,1,61,60,1,1,29373,0
58747,0,33,32,1,1,45170,1
58748,2,46,45,1,1,29374,1
58749,0,61,60,1,1,45176,3
58750,1,105,104,1,1,29375,0
58751,0,90,89,1,1,45182,1
58752,3,133,132,1,1,29376,3
58753,0,61,60,1,1,45188,2
58754,1,38,37,1,1,29377,0
58755,0,20,19,1,1,45194,1
58756,2,133,132,1,1,29378,1
58757,0,87,86,1,1,45200,3
58758,1,87,86,1,1,29379,0
58759,0,20,19,1,1,45206,1
58760,3,164,163,1,1,29380,2
58761,0,123,122,1,1,45212,2
58762,1,131,130,1,1,29381,0
58763,0,108,107,1,1,45218,1
58764,2,28,27,1,1,29382,1
58765,0,131,130,1,1,45224,3
58766,1,113,112,1,1,29383,0
58767,0,33,32,1,1,45230,1
58768,3,164,163,1,1,29384,3
58769,0,113,112,1,1,45236,2
58770,1,113,112,1,1,29385,0
58771,0,121,120,1,1,45242,1
58772,2,164,163,1,1,29386,1
58773,0,131,130,1,1,45248,3
58774,1,113,112,1,1,29387,0
58775,0,121,120,1,1,45254,1
58776,3,164,163,1,1,29388,2
58777,0,113,112,1,1,45260,2
58778,1,131,130,1,1,29389,0
58779,0,59,58,1,1,45266,1
58780,2,77,76,1,1,29390,1
58781,0,163,162,1,1,45272,3
58782,1,74,73,1,1,29391,0
58783,0,51,50,1,1,45278,1
58784,3,133,132,1,1,29392,3
58785,0,168,167,1,1,45284,2
58786,1,38,37,1,1,29393,0
58787,0,20,19,1,1,45290,1
58788,2,29,28,1,1,29394,1
58789,0,38,37,1,1,45296,3
58790,1,38,37,1,1,29395,0
58791,0,59,58,1,1,45302,1
58792,3,133,132,1,1,29396,2
58793,0,123,122,1,1,45308,2
58794,1,38,37,1,1,29397,0
58795,0,134,133,1,1,45314,1
58796,2,41,40,1,1,29398,1
58797,0,131,130,1,1,45320,3
58798,1,131,130,1,1,29399,0
58799,0,134,133,1,1,45326,1
58800,3,102,101,1,1,29400,3
58801,0,131,130,1,1,45332,2
58802,1,131,130,1,1,29401,0
58803,0,28,27,1,1,45338,1
58804,2,102,101,1,1,29402,1
58805,0,82,81,1,1,45344,3
58806,1,87,86,1,1,29403,0
58807,0,90,89,1,1,45350,1
58808,3,102,101,1,1,29404,2
58809,0,131,130,1,1,45356,2
58810,1,82,81,1,1,29405,0
58811,0,134,133,1,1,45362,1
58812,2,41,40,1,1,29406,1
58813,0,82,81,1,1,45368,3
58814,1,136,135,1,1,29407,0
58815,0,154,153,1,1,45374,1
58816,3,133,132,1,1,29408,3
58817,0,82,81,1,1,45380,2
58818,1,74,73,1,1,29409,0
58819,0,59,58,1,1,45386,1
58820,2,133,132,1,1,29410,1
58821,0,38,37,1,1,45392,3
58822,1,38,37,1,1,29411,0
58823,0,54,53,1,1,45398,1
58824,3,164,163,1,1,29412,2
58825,0,43,42,1,1,45404,2
58826,1,131,130,1,1,29413,0
58827,0,103,102,1,1,45410,1
58828,2,28,27,1,1,29414,1
58829,0,131,130,1,1,45416,3
58830,1,160,159,1,1,29415,0
58831,0,147,146,1,1,45422,1
58832,3,133,132,1,1,29416,3
58833,0,131,130,1,1,45428,2
58834,1,76,75,1,1,29417,0
58835,0,147,146,1,1,45434,1
58836,2,133,132,1,1,29418,1
58837,0,38,37,1,1,45440,3
58838,1,82,81,1,1,29419,0
58839,0,54,53,1,1,45446,1
58840,3,102,101,1,1,29420,2
58841,0,82,81,1,1,45452,2
58842,1,82,81,1,1,29421,0
58843,0,28,27,1,1,45458,1
58844,2,116,115,1,1,29422,1
58845,0,82,81,1,1,45464,3
58846,1,148,147,1,1,29423,0
58847,0,147,146,1,1,45470,1
58848,3,164,163,1,1,29424,3
58849,0,191,190,1,1,45476,2
58850,1,38,37,1,1,29425,0
58851,0,15,14,1,1,45482,1
58852,2,67,66,1,1,29426,1
58853,0,151,150,1,1,45488,3
58854,1,151,150,1,1,29427,0
58855,0,41,40,1,1,45494,1
58856,3,164,163,1,1,29428,2
58857,0,167,166,1,1,45500,2
58858,1,69,68,1,1,29429,0
58859,0,67,66,1,1,45506,1
58860,2,129,128,1,1,29430,1
58861,0,131,130,1,1,45512,3
58862,1,131,130,1,1,29431,0
58863,0,116,115,1,1,45518,1
58864,3,164,163,1,1,29432,3
58865,0,69,68,1,1,45524,2
58866,1,175,174,1,1,29433,0
58867,0,129,128,1,1,45530,1
58868,2,164,163,1,1,29434,1
58869,0,69,68,1,1,45536,3
58870,1,131,130,1,1,29435,0
58871,0,129,128,1,1,45542,1
58872,3,168,167,1,1,29436,2
58873,0,175,174,1,1,45548,2
58874,1,175,174,1,1,29437,0
58875,0,67,66,1,1,45554,1
58876,2,85,84,1,1,29438,1
58877,0,160,159,1,1,45560,3
58878,1,81,80,1,1,29439,0
58879,0,78,77,1,1,45566,1
58880,3,40,39,1,1,29440,3
58881,0,131,130,1,1,45572,2
58882,1,69,68,1,1,29441,0
58883,0,36,35,1,1,45578,1
58884,2,164,163,1,1,29442,1
58885,0,69,68,1,1,45584,3
58886,1,69,68,1,1,29443,0
58887,0,28,27,1,1,45590,1
58888,3,133,132,1,1,29444,2
58889,0,35,34,1,1,45596,2
58890,1,30,29,1,1,29445,0
58891,0,36,35,1,1,45602,1
58892,2,23,22,1,1,29446,1
58893,0,30,29,1,1,45608,3
58894,1,56,55,1,1,29447,0
58895,0,49,48,1,1,45614,1
58896,3,133,132,1,1,29448,3
58897,0,30,29,1,1,45620,2
58898,1,56,55,1,1,29449,0
58899,0,49,48,1,1,45626,1
58900,2,133,132,1,1,29450,1
58901,0,30,29,1,1,45632,3
58902,1,82,81,1,1,29451,0
58903,0,98,97,1,1,45638,1
58904,3,133,132,1,1,29452,2
58905,0,82,81,1,1,45644,2
58906,1,30,29,1,1,29453,0
58907,0,49,48,1,1,45650,1
58908,2,23,22,1,1,29454,1
58909,0,30,29,1,1,45656,3
58910,1,30,29,1,1,29455,0
58911,0,98,97,1,1,45662,1
58912,3,133,132,1,1,29456,3
58913,0,131,130,1,1,45668,2
58914,1,30,29,1,1,29457,0
58915,0,23,22,1,1,45674,1
58916,2,47,46,1,1,29458,1
58917,0,131,130,1,1,45680,3
58918,1,131,130,1,1,29459,0
58919,0,49,48,1,1,45686,1
58920,3,133,132,1,1,29460,2
58921,0,46,45,1,1,45692,2
58922,1,38,37,1,1,29461,0
58923,0,23,22,1,1,45698,1
58924,2,111,110,1,1,29462,1
58925,0,175,174,1,1,45704,3
58926,1,175,174,1,1,29463,0
58927,0,47,46,1,1,45710,1
58928,3,133,132,1,1,29464,3
58929,0,175,174,1,1,45716,2
58930,1,175,174,1,1,29465,0
58931,0,111,110,1,1,45722,1
58932,2,133,132,1,1,29466,1
58933,0,38,37,1,1,45728,3
58934,1,48,47,1,1,29467,0
58935,0,49,48,1,1,45734,1
58936,3,120,119,1,1,29468,2
58937,0,69,68,1,1,45740,2
58938,1,82,81,1,1,29469,0
58939,0,36,35,1,1,45746,1
58940,2,124,123,1,1,29470,1
58941,0,82,81,1,1,45752,3
58942,1,87,86,1,1,29471,0
58943,0,155,154,1,1,45758,1
58944,3,133,132,1,1,29472,3
58945,0,82,81,1,1,45764,2
58946,1,82,81,1,1,29473,0
58947,0,124,123,1,1,45770,1
58948,2,45,44,1,1,29474,1
58949,0,30,29,1,1,45776,3
58950,1,30,29,1,1,29475,0
58951,0,36,35,1,1,45782,1
58952,3,45,44,1,1,29476,2
58953,0,149,148,1,1,45788,2
58954,1,30,29,1,1,29477,0
58955,0,31,30,1,1,45794,1
58956,2,31,30,1,1,29478,1
58957,0,30,29,1,1,45800,3
58958,1,45,44,1,1,29479,0
58959,0,80,79,1,1,45806,1
58960,3,133,132,1,1,29480,3
58961,0,82,81,1,1,45812,2
58962,1,85,84,1,1,29481,0
58963,0,124,123,1,1,45818,1
58964,2,133,132,1,1,29482,1
58965,0,38,37,1,1,45824,3
58966,1,30,29,1,1,29483,0
58967,0,23,22,1,1,45830,1
58968,3,45,44,1,1,29484,2
58969,0,30,29,1,1,45836,2
58970,1,30,29,1,1,29485,0
58971,0,75,74,1,1,45842,1
58972,2,31,30,1,1,29486,1
58973,0,30,29,1,1,45848,3
58974,1,43,42,1,1,29487,0
58975,0,137,136,1,1,45854,1
58976,3,133,132,1,1,29488,3
58977,0,69,68,1,1,45860,2
58978,1,30,29,1,1,29489,0
58979,0,31,30,1,1,45866,1
58980,2,45,44,1,1,29490,1
58981,0,30,29,1,1,45872,3
58982,1,30,29,1,1,29491,0
58983,0,75,74,1,1,45878,1
58984,3,133,132,1,1,29492,2
58985,0,105,104,1,1,45884,2
58986,1,38,37,1,1,29493,0
58987,0,137,136,1,1,45890,1
58988,2,93,92,1,1,29494,1
58989,0,202,201,1,1,45896,3
58990,1,202,201,1,1,29495,0
58991,0,44,43,1,1,45902,1
58992,3,45,44,1,1,29496,3
58993,0,38,37,1,1,45908,2
58994,1,175,174,1,1,29497,0
58995,0,137,136,1,1,45914,1
58996,2,45,44,1,1,29498,1
58997,0,82,81,1,1,45920,3
58998,1,82,81,1,1,29499,0
58999,0,44,43,1,1,45926,1
59000,3,42,41,1,1,29500,2
59001,0,67,66,1,1,45932,2
59002,1,82,81,1,1,29501,0
59003,0,44,43,1,1,45938,1
59004,2,36,35,1,1,29502,1
59005,0,82,81,1,1,45944,3
59006,1,48,47,1,1,29503,0
59007,0,181,180,1,1,45950,1
59008,3,40,39,1,1,29504,3
59009,0,66,65,1,1,45956,2
59010,1,38,37,1,1,29505,0
59011,0,18,17,1,1,45962,1
59012,2,164,163,1,1,29506,1
59013,0,120,119,1,1,45968,3
59014,1,120,119,1,1,29507,0
59015,0,31,30,1,1,45974,1
59016,3,82,81,1,1,29508,2
59017,0,100,99,1,1,45980,2
59018,1,56,55,1,1,29509,0
59019,0,106,105,1,1,45986,1
59020,2,119,118,1,1,29510,1
59021,0,56,55,1,1,45992,3
59022,1,84,83,1,1,29511,0
59023,0,150,149,1,1,45998,1
59024,3,82,81,1,1,29512,3
59025,0,56,55,1,1,46004,2
59026,1,56,55,1,1,29513,0
59027,0,31,30,1,1,46010,1
59028,2,82,81,1,1,29514,1
59029,0,56,55,1,1,46016,3
59030,1,56,55,1,1,29515,0
59031,0,119,118,1,1,46022,1
59032,3,82,81,1,1,29516,2
59033,0,131,130,1,1,46028,2
59034,1,56,55,1,1,29517,0
59035,0,150,149,1,1,46034,1
59036,2,31,30,1,1,29518,1
59037,0,56,55,1,1,46040,3
59038,1,118,117,1,1,29519,0
59039,0,150,149,1,1,46046,1
59040,3,40,39,1,1,29520,3
59041,0,175,174,1,1,46052,2
59042,1,131,130,1,1,29521,0
59043,0,75,74,1,1,46058,1
59044,2,161,160,1,1,29522,1
59045,0,36,35,1,1,46064,3
59046,1,36,35,1,1,29523,0
59047,0,31,30,1,1,46070,1
59048,3,40,39,1,1,29524,2
59049,0,60,59,1,1,46076,2
59050,1,25,24,1,1,29525,0
59051,0,70,69,1,1,46082,1
59052,2,57,56,1,1,29526,1
59053,0,121,120,1,1,46088,3
59054,1,121,120,1,1,29527,0
59055,0,44,43,1,1,46094,1
59056,3,71,70,1,1,29528,3
59057,0,38,37,1,1,46100,2
59058,1,38,37,1,1,29529,0
59059,0,18,17,1,1,46106,1
59060,2,71,70,1,1,29530,1
59061,0,144,143,1,1,46112,3
59062,1,56,55,1,1,29531,0
59063,0,44,43,1,1,46118,1
59064,3,71,70,1,1,29532,2
59065,0,56,55,1,1,46124,2
59066,1,144,143,1,1,29533,0
59067,0,132,131,1,1,46130,1
59068,2,132,131,1,1,29534,1
59069,0,56,55,1,1,46136,3
59070,1,43,42,1,1,29535,0
59071,0,163,162,1,1,46142,1
59072,3,71,70,1,1,29536,3
59073,0,144,143,1,1,46148,2
59074,1,175,174,1,1,29537,0
59075,0,132,131,1,1,46154,1
59076,2,71,70,1,1,29538,1
59077,0,51,50,1,1,46160,3
59078,1,51,50,1,1,29539,0
59079,0,39,38,1,1,46166,1
59080,3,71,70,1,1,29540,2
59081,0,131,130,1,1,46172,2
59082,1,51,50,1,1,29541,0
59083,0,88,87,1,1,46178,1
59084,2,26,25,1,1,29542,1
59085,0,51,50,1,1,46184,3
59086,1,126,125,1,1,29543,0
59087,0,81,80,1,1,46190,1
59088,3,71,70,1,1,29544,3
59089,0,131,130,1,1,46196,2
59090,1,131,130,1,1,29545,0
59091,0,132,131,1,1,46202,1
59092,2,71,70,1,1,29546,1
59093,0,51,50,1,1,46208,3
59094,1,144,143,1,1,29547,0
59095,0,39,38,1,1,46214,1
59096,3,71,70,1,1,29548,2
59097,0,144,143,1,1,46220,2
59098,1,144,143,1,1,29549,0
59099,0,31,30,1,1,46226,1
59100,2,39,38,1,1,29550,1
59101,0,144,143,1,1,46232,3
59102,1,69,68,1,1,29551,0
59103,0,31,30,1,1,46238,1
59104,3,71,70,1,1,29552,3
59105,0,129,128,1,1,46244,2
59106,1,51,50,1,1,29553,0
59107,0,26,25,1,1,46250,1
59108,2,71,70,1,1,29554,1
59109,0,51,50,1,1,46256,3
59110,1,51,50,1,1,29555,0
59111,0,57,56,1,1,46262,1
59112,3,71,70,1,1,29556,2
59113,0,69,68,1,1,46268,2
59114,1,51,50,1,1,29557,0
59115,0,52,51,1,1,46274,1
59116,2,101,100,1,1,29558,1
59117,0,82,81,1,1,46280,3
59118,1,82,81,1,1,29559,0
59119,0,83,82,1,1,46286,1
59120,3,113,112,1,1,29560,3
59121,0,51,50,1,1,46292,2
59122,1,41,40,1,1,29561,0
59123,0,52,51,1,1,46298,1
59124,2,113,112,1,1,29562,1
59125,0,56,55,1,1,46304,3
59126,1,71,70,1,1,29563,0
59127,0,145,144,1,1,46310,1
59128,3,161,160,1,1,29564,2
59129,0,51,50,1,1,46316,2
59130,1,56,55,1,1,29565,0
59131,0,39,38,1,1,46322,1
59132,2,101,100,1,1,29566,1
59133,0,80,79,1,1,46328,3
59134,1,61,60,1,1,29567,0
59135,0,52,51,1,1,46334,1
59136,3,133,132,1,1,29568,3
59137,0,51,50,1,1,46340,2
59138,1,56,55,1,1,29569,0
59139,0,52,51,1,1,46346,1
59140,2,58,57,1,1,29570,1
59141,0,144,143,1,1,46352,3
59142,1,144,143,1,1,29571,0
59143,0,52,51,1,1,46358,1
59144,3,152,151,1,1,29572,2
59145,0,61,60,1,1,46364,2
59146,1,144,143,1,1,29573,0
59147,0,70,69,1,1,46370,1
59148,2,114,113,1,1,29574,1
59149,0,144,143,1,1,46376,3
59150,1,144,143,1,1,29575,0
59151,0,114,113,1,1,46382,1
59152,3,40,39,1,1,29576,3
59153,0,144,143,1,1,46388,2
59154,1,129,128,1,1,29577,0
59155,0,39,38,1,1,46394,1
59156,2,40,39,1,1,29578,1
59157,0,25,24,1,1,46400,3
59158,1,66,65,1,1,29579,0
59159,0,52,51,1,1,46406,1
59160,3,40,39,1,1,29580,2
59161,0,57,56,1,1,46412,2
59162,1,25,24,1,1,29581,0
59163,0,52,51,1,1,46418,1
59164,2,39,38,1,1,29582,1
59165,0,175,174,1,1,46424,3
59166,1,69,68,1,1,29583,0
59167,0,39,38,1,1,46430,1
59168,3,71,70,1,1,29584,3
59169,0,144,143,1,1,46436,2
59170,1,144,143,1,1,29585,0
59171,0,127,126,1,1,46442,1
59172,2,68,67,1,1,29586,1
59173,0,144,143,1,1,46448,3
59174,1,144,143,1,1,29587,0
59175,0,39,38,1,1,46454,1
59176,3,71,70,1,1,29588,2
59177,0,82,81,1,1,46460,2
59178,1,51,50,1,1,29589,0
59179,0,127,126,1,1,46466,1
59180,2,34,33,1,1,29590,1
59181,0,51,50,1,1,46472,3
59182,1,51,50,1,1,29591,0
59183,0,39,38,1,1,46478,1
59184,3,71,70,1,1,29592,3
59185,0,51,50,1,1,46484,2
59186,1,51,50,1,1,29593,0
59187,0,34,33,1,1,46490,1
59188,2,71,70,1,1,29594,1
59189,0,51,50,1,1,46496,3
59190,1,80,79,1,1,29595,0
59191,0,83,82,1,1,46502,1
59192,3,167,166,1,1,29596,2
59193,0,175,174,1,1,46508,2
59194,1,144,143,1,1,29597,0
59195,0,34,33,1,1,46514,1
59196,2,127,126,1,1,29598,1
59197,0,144,143,1,1,46520,3
59198,1,56,55,1,1,29599,0
59199,0,78,77,1,1,46526,1
59200,3,133,132,1,1,29600,3
59201,0,51,50,1,1,46532,2
59202,1,144,143,1,1,29601,0
59203,0,26,25,1,1,46538,1
59204,2,71,70,1,1,29602,1
59205,0,51,50,1,1,46544,3
59206,1,51,50,1,1,29603,0
59207,0,78,77,1,1,46550,1
59208,3,71,70,1,1,29604,2
59209,0,51,50,1,1,46556,2
59210,1,144,143,1,1,29605,0
59211,0,34,33,1,1,46562,1
59212,2,47,46,1,1,29606,1
59213,0,144,143,1,1,46568,3
59214,1,56,55,1,1,29607,0
59215,0,140,139,1,1,46574,1
59216,3,133,132,1,1,29608,3
59217,0,144,143,1,1,46580,2
59218,1,41,40,1,1,29609,0
59219,0,140,139,1,1,46586,1
59220,2,133,132,1,1,29610,1
59221,0,100,99,1,1,46592,3
59222,1,144,143,1,1,29611,0
59223,0,47,46,1,1,46598,1
59224,3,106,105,1,1,29612,2
59225,0,51,50,1,1,46604,2
59226,1,93,92,1,1,29613,0
59227,0,78,77,1,1,46610,1
59228,2,96,95,1,1,29614,1
59229,0,93,92,1,1,46616,3
59230,1,38,37,1,1,29615,0
59231,0,34,33,1,1,46622,1
59232,3,133,132,1,1,29616,3
59233,0,130,129,1,1,46628,2
59234,1,38,37,1,1,29617,0
59235,0,21,20,1,1,46634,1
59236,2,133,132,1,1,29618,1
59237,0,38,37,1,1,46640,3
59238,1,38,37,1,1,29619,0
59239,0,58,57,1,1,46646,1
59240,3,133,132,1,1,29620,2
59241,0,38,37,1,1,46652,2
59242,1,38,37,1,1,29621,0
59243,0,140,139,1,1,46658,1
59244,2,47,46,1,1,29622,1
59245,0,82,81,1,1,46664,3
59246,1,82,81,1,1,29623,0
59247,0,47,46,1,1,46670,1
59248,3,133,132,1,1,29624,3
59249,0,38,37,1,1,46676,2
59250,1,82,81,1,1,29625,0
59251,0,47,46,1,1,46682,1
59252,2,133,132,1,1,29626,1
59253,0,38,37,1,1,46688,3
59254,1,82,81,1,1,29627,0
59255,0,47,46,1,1,46694,1
59256,3,99,98,1,1,29628,2
59257,0,62,61,1,1,46700,2
59258,1,172,171,1,1,29629,0
59259,0,39,38,1,1,46706,1
59260,2,65,64,1,1,29630,1
59261,0,172,171,1,1,46712,3
59262,1,51,50,1,1,29631,0
59263,0,65,64,1,1,46718,1
59264,3,133,132,1,1,29632,3
59265,0,163,162,1,1,46724,2
59266,1,82,81,1,1,29633,0
59267,0,109,108,1,1,46730,1
59268,2,74,73,1,1,29634,1
59269,0,82,81,1,1,46736,3
59270,1,82,81,1,1,29635,0
59271,0,109,108,1,1,46742,1
59272,3,133,132,1,1,29636,2
59273,0,100,99,1,1,46748,2
59274,1,100,99,1,1,29637,0
59275,0,47,46,1,1,46754,1
59276,2,29,28,1,1,29638,1
59277,0,100,99,1,1,46760,3
59278,1,178,177,1,1,29639,0
59279,0,153,152,1,1,46766,1
59280,3,164,163,1,1,29640,3
59281,0,144,143,1,1,46772,2
59282,1,144,143,1,1,29641,0
59283,0,34,33,1,1,46778,1
59284,2,164,163,1,1,29642,1
59285,0,144,143,1,1,46784,3
59286,1,144,143,1,1,29643,0
59287,0,122,121,1,1,46790,1
59288,3,164,163,1,1,29644,2
59289,0,144,143,1,1,46796,2
59290,1,144,143,1,1,29645,0
59291,0,34,33,1,1,46802,1
59292,2,60,59,1,1,29646,1
59293,0,144,143,1,1,46808,3
59294,1,51,50,1,1,29647,0
59295,0,153,152,1,1,46814,1
59296,3,133,132,1,1,29648,3
59297,0,144,143,1,1,46820,2
