r,v,rank,rank_next,tau,efficiency,next_r,next_v
57746,1,56,55,1,1,28873,0
57747,0,56,55,1,1,42170,1
57748,2,45,44,1,1,28874,1
57749,0,56,55,1,1,42176,3
57750,1,149,148,1,1,28875,0
57751,0,137,136,1,1,42182,1
57752,3,45,44,1,1,28876,2
57753,0,149,148,1,1,42188,2
57754,1,56,55,1,1,28877,0
57755,0,86,85,1,1,42194,1
57756,2,54,53,1,1,28878,1
57757,0,105,104,1,1,42200,3
57758,1,73,72,1,1,28879,0
57759,0,133,132,1,1,42206,1
57760,3,58,57,1,1,28880,3
57761,0,105,104,1,1,42212,2
57762,1,149,148,1,1,28881,0
57763,0,149,148,1,1,42218,1
57764,2,47,46,1,1,28882,1
57765,0,149,148,1,1,42224,3
57766,1,149,148,1,1,28883,0
57767,0,49,48,1,1,42230,1
57768,3,58,57,1,1,28884,2
57769,0,86,85,1,1,42236,2
57770,1,118,117,1,1,28885,0
57771,0,129,128,1,1,42242,1
57772,2,56,55,1,1,28886,1
57773,0,56,55,1,1,42248,3
57774,1,56,55,1,1,28887,0
57775,0,75,74,1,1,42254,1
57776,3,71,70,1,1,28888,3
57777,0,105,104,1,1,42260,2
57778,1,105,104,1,1,28889,0
57779,0,105,104,1,1,42266,1
57780,2,71,70,1,1,28890,1
57781,0,105,104,1,1,42272,3
57782,1,56,55,1,1,28891,0
57783,0,75,74,1,1,42278,1
57784,3,71,70,1,1,28892,2
57785,0,105,104,1,1,42284,2
57786,1,105,104,1,1,28893,0
57787,0,42,41,1,1,42290,1
57788,2,96,95,1,1,28894,1
57789,0,64,63,1,1,42296,3
57790,1,148,147,1,1,28895,0
57791,0,64,63,1,1,42302,1
57792,3,120,119,1,1,28896,3
57793,0,56,55,1,1,42308,2
57794,1,142,141,1,1,28897,0
57795,0,142,141,1,1,42314,1
57796,2,58,57,1,1,28898,1
57797,0,118,117,1,1,42320,3
57798,1,118,117,1,1,28899,0
57799,0,137,136,1,1,42326,1
57800,3,45,44,1,1,28900,2
57801,0,29,28,1,1,42332,2
57802,1,56,55,1,1,28901,0
57803,0,149,148,1,1,42338,1
57804,2,45,44,1,1,28902,1
57805,0,56,55,1,1,42344,3
57806,1,144,143,1,1,28903,0
57807,0,49,48,1,1,42350,1
57808,3,120,119,1,1,28904,3
57809,0,56,55,1,1,42356,2
57810,1,149,148,1,1,28905,0
57811,0,149,148,1,1,42362,1
57812,2,120,119,1,1,28906,1
57813,0,30,29,1,1,42368,3
57814,1,131,130,1,1,28907,0
57815,0,75,74,1,1,42374,1
57816,3,100,99,1,1,28908,2
57817,0,100,99,1,1,42380,2
57818,1,100,99,1,1,28909,0
57819,0,55,54,1,1,42386,1
57820,2,152,151,1,1,28910,1
57821,0,100,99,1,1,42392,3
57822,1,148,147,1,1,28911,0
57823,0,98,97,1,1,42398,1
57824,3,120,119,1,1,28912,3
57825,0,38,37,1,1,42404,2
57826,1,30,29,1,1,28913,0
57827,0,30,29,1,1,42410,1
57828,2,79,78,1,1,28914,1
57829,0,149,148,1,1,42416,3
57830,1,149,148,1,1,28915,0
57831,0,68,67,1,1,42422,1
57832,3,120,119,1,1,28916,2
57833,0,29,28,1,1,42428,2
57834,1,30,29,1,1,28917,0
57835,0,193,192,1,1,42434,1
57836,2,65,64,1,1,28918,1
57837,0,100,99,1,1,42440,3
57838,1,100,99,1,1,28919,0
57839,0,67,66,1,1,42446,1
57840,3,71,70,1,1,28920,3
57841,0,30,29,1,1,42452,2
57842,1,149,148,1,1,28921,0
57843,0,149,148,1,1,42458,1
57844,2,71,70,1,1,28922,1
57845,0,56,55,1,1,42464,3
57846,1,189,188,1,1,28923,0
57847,0,81,80,1,1,42470,1
57848,3,153,152,1,1,28924,2
57849,0,100,99,1,1,42476,2
57850,1,56,55,1,1,28925,0
57851,0,42,41,1,1,42482,1
57852,2,102,101,1,1,28926,1
57853,0,144,143,1,1,42488,3
57854,1,117,116,1,1,28927,0
57855,0,176,175,1,1,42494,1
57856,3,19,18,1,1,28928,3
57857,0,56,55,1,1,42500,2
57858,1,56,55,1,1,28929,0
57859,0,56,55,1,1,42506,1
57860,2,164,163,1,1,28930,1
57861,0,56,55,1,1,42512,3
57862,1,56,55,1,1,28931,0
57863,0,93,92,1,1,42518,1
57864,3,164,163,1,1,28932,2
57865,0,130,129,1,1,42524,2
57866,1,56,55,1,1,28933,0
57867,0,56,55,1,1,42530,1
57868,2,164,163,1,1,28934,1
57869,0,56,55,1,1,42536,3
57870,1,56,55,1,1,28935,0
57871,0,44,43,1,1,42542,1
57872,3,164,163,1,1,28936,3
57873,0,56,55,1,1,42548,2
57874,1,56,55,1,1,28937,0
57875,0,56,55,1,1,42554,1
57876,2,164,163,1,1,28938,1
57877,0,56,55,1,1,42560,3
57878,1,56,55,1,1,28939,0
57879,0,44,43,1,1,42566,1
57880,3,164,163,1,1,28940,2
57881,0,56,55,1,1,42572,2
57882,1,56,55,1,1,28941,0
57883,0,130,129,1,1,42578,1
57884,2,33,32,1,1,28942,1
57885,0,56,55,1,1,42584,3
57886,1,37,36,1,1,28943,0
57887,0,60,59,1,1,42590,1
57888,3,58,57,1,1,28944,3
57889,0,56,55,1,1,42596,2
57890,1,56,55,1,1,28945,0
57891,0,56,55,1,1,42602,1
57892,2,153,152,1,1,28946,1
57893,0,87,86,1,1,42608,3
57894,1,87,86,1,1,28947,0
57895,0,75,74,1,1,42614,1
57896,3,58,57,1,1,28948,2
57897,0,81,80,1,1,42620,2
57898,1,118,117,1,1,28949,0
57899,0,56,55,1,1,42626,1
57900,2,164,163,1,1,28950,1
57901,0,56,55,1,1,42632,3
57902,1,56,55,1,1,28951,0
57903,0,150,149,1,1,42638,1
57904,3,58,57,1,1,28952,3
57905,0,56,55,1,1,42644,2
57906,1,56,55,1,1,28953,0
57907,0,56,55,1,1,42650,1
57908,2,58,57,1,1,28954,1
57909,0,118,117,1,1,42656,3
57910,1,157,156,1,1,28955,0
57911,0,137,136,1,1,42662,1
57912,3,45,44,1,1,28956,2
57913,0,147,146,1,1,42668,2
57914,1,48,47,1,1,28957,0
57915,0,37,36,1,1,42674,1
57916,2,77,76,1,1,28958,1
57917,0,48,47,1,1,42680,3
57918,1,143,142,1,1,28959,0
57919,0,130,129,1,1,42686,1
57920,3,71,70,1,1,28960,3
57921,0,56,55,1,1,42692,2
57922,1,56,55,1,1,28961,0
57923,0,56,55,1,1,42698,1
57924,2,77,76,1,1,28962,1
57925,0,149,148,1,1,42704,3
57926,1,149,148,1,1,28963,0
57927,0,36,35,1,1,42710,1
57928,3,77,76,1,1,28964,2
57929,0,50,49,1,1,42716,2
57930,1,149,148,1,1,28965,0
57931,0,149,148,1,1,42722,1
57932,2,77,76,1,1,28966,1
57933,0,149,148,1,1,42728,3
57934,1,100,99,1,1,28967,0
57935,0,88,87,1,1,42734,1
57936,3,71,70,1,1,28968,3
57937,0,48,47,1,1,42740,2
57938,1,51,50,1,1,28969,0
57939,0,51,50,1,1,42746,1
57940,2,71,70,1,1,28970,1
57941,0,74,73,1,1,42752,3
57942,1,149,148,1,1,28971,0
57943,0,62,61,1,1,42758,1
57944,3,58,57,1,1,28972,2
57945,0,67,66,1,1,42764,2
57946,1,118,117,1,1,28973,0
57947,0,112,111,1,1,42770,1
57948,2,121,120,1,1,28974,1
57949,0,118,117,1,1,42776,3
57950,1,92,91,1,1,28975,0
57951,0,63,62,1,1,42782,1
57952,3,71,70,1,1,28976,3
57953,0,193,192,1,1,42788,2
57954,1,48,47,1,1,28977,0
57955,0,48,47,1,1,42794,1
57956,2,164,163,1,1,28978,1
57957,0,48,47,1,1,42800,3
57958,1,48,47,1,1,28979,0
57959,0,137,136,1,1,42806,1
57960,3,71,70,1,1,28980,2
57961,0,94,93,1,1,42812,2
57962,1,74,73,1,1,28981,0
57963,0,56,55,1,1,42818,1
57964,2,109,108,1,1,28982,1
57965,0,48,47,1,1,42824,3
57966,1,48,47,1,1,28983,0
57967,0,150,149,1,1,42830,1
57968,3,120,119,1,1,28984,3
57969,0,74,73,1,1,42836,2
57970,1,100,99,1,1,28985,0
57971,0,100,99,1,1,42842,1
57972,2,120,119,1,1,28986,1
57973,0,30,29,1,1,42848,3
57974,1,30,29,1,1,28987,0
57975,0,31,30,1,1,42854,1
57976,3,34,33,1,1,28988,2
57977,0,113,112,1,1,42860,2
57978,1,30,29,1,1,28989,0
57979,0,68,67,1,1,42866,1
57980,2,165,164,1,1,28990,1
57981,0,91,90,1,1,42872,3
57982,1,48,47,1,1,28991,0
57983,0,164,163,1,1,42878,1
57984,3,19,18,1,1,28992,3
57985,0,100,99,1,1,42884,2
57986,1,74,73,1,1,28993,0
57987,0,74,73,1,1,42890,1
57988,2,133,132,1,1,28994,1
57989,0,48,47,1,1,42896,3
57990,1,48,47,1,1,28995,0
57991,0,57,56,1,1,42902,1
57992,3,71,70,1,1,28996,2
57993,0,156,155,1,1,42908,2
57994,1,74,73,1,1,28997,0
57995,0,48,47,1,1,42914,1
57996,2,71,70,1,1,28998,1
57997,0,74,73,1,1,42920,3
57998,1,62,61,1,1,28999,0
57999,0,150,149,1,1,42926,1
58000,3,54,53,1,1,29000,3
58001,0,74,73,1,1,42932,2
58002,1,74,73,1,1,29001,0
58003,0,74,73,1,1,42938,1
58004,2,54,53,1,1,29002,1
58005,0,100,99,1,1,42944,3
58006,1,74,73,1,1,29003,0
58007,0,106,105,1,1,42950,1
58008,3,54,53,1,1,29004,2
58009,0,74,73,1,1,42956,2
58010,1,100,99,1,1,29005,0
58011,0,76,75,1,1,42962,1
58012,2,107,106,1,1,29006,1
58013,0,111,110,1,1,42968,3
58014,1,156,155,1,1,29007,0
58015,0,40,39,1,1,42974,1
58016,3,19,18,1,1,29008,3
58017,0,56,55,1,1,42980,2
58018,1,100,99,1,1,29009,0
58019,0,100,99,1,1,42986,1
58020,2,83,82,1,1,29010,1
58021,0,155,154,1,1,42992,3
58022,1,155,154,1,1,29011,0
58023,0,150,149,1,1,42998,1
58024,3,19,18,1,1,29012,2
58025,0,89,88,1,1,43004,2
58026,1,17,16,1,1,29013,0
58027,0,74,73,1,1,43010,1
58028,2,71,70,1,1,29014,1
58029,0,74,73,1,1,43016,3
58030,1,74,73,1,1,29015,0
58031,0,44,43,1,1,43022,1
58032,3,58,57,1,1,29016,3
58033,0,74,73,1,1,43028,2
58034,1,74,73,1,1,29017,0
58035,0,74,73,1,1,43034,1
58036,2,58,57,1,1,29018,1
58037,0,118,117,1,1,43040,3
58038,1,74,73,1,1,29019,0
58039,0,106,105,1,1,43046,1
58040,3,58,57,1,1,29020,2
58041,0,74,73,1,1,43052,2
58042,1,118,117,1,1,29021,0
58043,0,55,54,1,1,43058,1
58044,2,165,164,1,1,29022,1
58045,0,74,73,1,1,43064,3
58046,1,81,80,1,1,29023,0
58047,0,79,78,1,1,43070,1
58048,3,58,57,1,1,29024,3
58049,0,118,117,1,1,43076,2
58050,1,149,148,1,1,29025,0
58051,0,149,148,1,1,43082,1
58052,2,71,70,1,1,29026,1
58053,0,69,68,1,1,43088,3
58054,1,69,68,1,1,29027,0
58055,0,106,105,1,1,43094,1
58056,3,71,70,1,1,29028,2
58057,0,63,62,1,1,43100,2
58058,1,69,68,1,1,29029,0
58059,0,54,53,1,1,43106,1
58060,2,71,70,1,1,29030,1
58061,0,69,68,1,1,43112,3
58062,1,64,63,1,1,29031,0
58063,0,106,105,1,1,43118,1
58064,3,58,57,1,1,29032,3
58065,0,30,29,1,1,43124,2
58066,1,30,29,1,1,29033,0
58067,0,30,29,1,1,43130,1
58068,2,58,57,1,1,29034,1
58069,0,118,117,1,1,43136,3
58070,1,30,29,1,1,29035,0
58071,0,31,30,1,1,43142,1
58072,3,170,169,1,1,29036,2
58073,0,69,68,1,1,43148,2
58074,1,162,161,1,1,29037,0
58075,0,50,49,1,1,43154,1
58076,2,72,71,1,1,29038,1
58077,0,162,161,1,1,43160,3
58078,1,138,137,1,1,29039,0
58079,0,43,42,1,1,43166,1
58080,3,58,57,1,1,29040,3
58081,0,170,169,1,1,43172,2
58082,1,118,117,1,1,29041,0
58083,0,118,117,1,1,43178,1
58084,2,71,70,1,1,29042,1
58085,0,69,68,1,1,43184,3
58086,1,69,68,1,1,29043,0
58087,0,130,129,1,1,43190,1
58088,3,58,57,1,1,29044,2
58089,0,138,137,1,1,43196,2
58090,1,118,117,1,1,29045,0
58091,0,139,138,1,1,43202,1
58092,2,60,59,1,1,29046,1
58093,0,162,161,1,1,43208,3
58094,1,162,161,1,1,29047,0
58095,0,176,175,1,1,43214,1
58096,3,191,190,1,1,29048,3
58097,0,118,117,1,1,43220,2
58098,1,137,136,1,1,29049,0
58099,0,137,136,1,1,43226,1
58100,2,191,190,1,1,29050,1
58101,0,162,161,1,1,43232,3
58102,1,69,68,1,1,29051,0
58103,0,150,149,1,1,43238,1
58104,3,153,152,1,1,29052,2
58105,0,69,68,1,1,43244,2
58106,1,162,161,1,1,29053,0
58107,0,76,75,1,1,43250,1
58108,2,48,47,1,1,29054,1
58109,0,139,138,1,1,43256,3
58110,1,45,44,1,1,29055,0
58111,0,100,99,1,1,43262,1
58112,3,19,18,1,1,29056,3
58113,0,118,117,1,1,43268,2
58114,1,118,117,1,1,29057,0
58115,0,118,117,1,1,43274,1
58116,2,164,163,1,1,29058,1
58117,0,43,42,1,1,43280,3
58118,1,43,42,1,1,29059,0
58119,0,57,56,1,1,43286,1
58120,3,164,163,1,1,29060,2
58121,0,45,44,1,1,43292,2
58122,1,43,42,1,1,29061,0
58123,0,69,68,1,1,43298,1
58124,2,164,163,1,1,29062,1
58125,0,43,42,1,1,43304,3
58126,1,43,42,1,1,29063,0
58127,0,57,56,1,1,43310,1
58128,3,71,70,1,1,29064,3
58129,0,43,42,1,1,43316,2
58130,1,43,42,1,1,29065,0
58131,0,43,42,1,1,43322,1
58132,2,71,70,1,1,29066,1
58133,0,56,55,1,1,43328,3
58134,1,69,68,1,1,29067,0
58135,0,57,56,1,1,43334,1
58136,3,71,70,1,1,29068,2
58137,0,69,68,1,1,43340,2
58138,1,56,55,1,1,29069,0
58139,0,138,137,1,1,43346,1
58140,2,165,164,1,1,29070,1
58141,0,43,42,1,1,43352,3
58142,1,45,44,1,1,29071,0
58143,0,51,50,1,1,43358,1
58144,3,71,70,1,1,29072,3
58145,0,98,97,1,1,43364,2
58146,1,118,117,1,1,29073,0
58147,0,118,117,1,1,43370,1
58148,2,122,121,1,1,29074,1
58149,0,118,117,1,1,43376,3
58150,1,118,117,1,1,29075,0
58151,0,68,67,1,1,43382,1
58152,3,71,70,1,1,29076,2
58153,0,151,150,1,1,43388,2
58154,1,56,55,1,1,29077,0
58155,0,162,161,1,1,43394,1
58156,2,71,70,1,1,29078,1
58157,0,162,161,1,1,43400,3
58158,1,162,161,1,1,29079,0
58159,0,49,48,1,1,43406,1
58160,3,71,70,1,1,29080,3
58161,0,162,161,1,1,43412,2
58162,1,162,161,1,1,29081,0
58163,0,162,161,1,1,43418,1
58164,2,71,70,1,1,29082,1
58165,0,56,55,1,1,43424,3
58166,1,95,94,1,1,29083,0
58167,0,49,48,1,1,43430,1
58168,3,66,65,1,1,29084,2
58169,0,43,42,1,1,43436,2
58170,1,75,74,1,1,29085,0
58171,0,107,106,1,1,43442,1
58172,2,55,54,1,1,29086,1
58173,0,75,74,1,1,43448,3
58174,1,151,150,1,1,29087,0
58175,0,38,37,1,1,43454,1
58176,3,19,18,1,1,29088,3
58177,0,56,55,1,1,43460,2
58178,1,162,161,1,1,29089,0
58179,0,162,161,1,1,43466,1
58180,2,113,112,1,1,29090,1
58181,0,69,68,1,1,43472,3
58182,1,69,68,1,1,29091,0
58183,0,86,85,1,1,43478,1
58184,3,113,112,1,1,29092,2
58185,0,32,31,1,1,43484,2
58186,1,69,68,1,1,29093,0
58187,0,69,68,1,1,43490,1
58188,2,113,112,1,1,29094,1
58189,0,69,68,1,1,43496,3
58190,1,118,117,1,1,29095,0
58191,0,31,30,1,1,43502,1
58192,3,19,18,1,1,29096,3
58193,0,52,51,1,1,43508,2
58194,1,77,76,1,1,29097,0
58195,0,77,76,1,1,43514,1
58196,2,19,18,1,1,29098,1
58197,0,17,16,1,1,43520,3
58198,1,95,94,1,1,29099,0
58199,0,163,162,1,1,43526,1
58200,3,150,149,1,1,29100,2
58201,0,56,55,1,1,43532,2
58202,1,69,68,1,1,29101,0
58203,0,151,150,1,1,43538,1
58204,2,165,164,1,1,29102,1
58205,0,69,68,1,1,43544,3
58206,1,32,31,1,1,29103,0
58207,0,33,32,1,1,43550,1
58208,3,109,108,1,1,29104,3
58209,0,168,167,1,1,43556,2
58210,1,56,55,1,1,29105,0
58211,0,56,55,1,1,43562,1
58212,2,58,57,1,1,29106,1
58213,0,56,55,1,1,43568,3
58214,1,56,55,1,1,29107,0
58215,0,171,170,1,1,43574,1
58216,3,109,108,1,1,29108,2
58217,0,151,150,1,1,43580,2
58218,1,69,68,1,1,29109,0
58219,0,56,55,1,1,43586,1
58220,2,73,72,1,1,29110,1
58221,0,162,161,1,1,43592,3
58222,1,162,161,1,1,29111,0
58223,0,119,118,1,1,43598,1
58224,3,109,108,1,1,29112,3
58225,0,69,68,1,1,43604,2
58226,1,56,55,1,1,29113,0
58227,0,56,55,1,1,43610,1
58228,2,109,108,1,1,29114,1
58229,0,69,68,1,1,43616,3
58230,1,69,68,1,1,29115,0
58231,0,70,69,1,1,43622,1
58232,3,166,165,1,1,29116,2
58233,0,64,63,1,1,43628,2
58234,1,111,110,1,1,29117,0
58235,0,164,163,1,1,43634,1
58236,2,167,166,1,1,29118,1
58237,0,111,110,1,1,43640,3
58238,1,71,70,1,1,29119,0
58239,0,59,58,1,1,43646,1
58240,3,45,44,1,1,29120,3
58241,0,148,147,1,1,43652,2
58242,1,56,55,1,1,29121,0
58243,0,56,55,1,1,43658,1
58244,2,126,125,1,1,29122,1
58245,0,107,106,1,1,43664,3
58246,1,107,106,1,1,29123,0
58247,0,70,69,1,1,43670,1
58248,3,19,18,1,1,29124,2
58249,0,164,163,1,1,43676,2
58250,1,17,16,1,1,29125,0
58251,0,149,148,1,1,43682,1
58252,2,19,18,1,1,29126,1
58253,0,17,16,1,1,43688,3
58254,1,56,55,1,1,29127,0
58255,0,9,8,1,1,43694,1
58256,3,120,119,1,1,29128,3
58257,0,118,117,1,1,43700,2
58258,1,118,117,1,1,29129,0
58259,0,11,10,1,1,43706,1
58260,2,120,119,1,1,29130,1
58261,0,43,42,1,1,43712,3
58262,1,162,161,1,1,29131,0
58263,0,9,8,1,1,43718,1
58264,3,120,119,1,1,29132,2
58265,0,162,161,1,1,43724,2
58266,1,43,42,1,1,29133,0
58267,0,20,19,1,1,43730,1
58268,2,23,22,1,1,29134,1
58269,0,118,117,1,1,43736,3
58270,1,133,132,1,1,29135,0
58271,0,36,35,1,1,43742,1
58272,3,45,44,1,1,29136,3
58273,0,162,161,1,1,43748,2
58274,1,43,42,1,1,29137,0
58275,0,13,12,1,1,43754,1
58276,2,47,46,1,1,29138,1
58277,0,162,161,1,1,43760,3
58278,1,162,161,1,1,29139,0
58279,0,34,33,1,1,43766,1
58280,3,45,44,1,1,29140,2
58281,0,120,119,1,1,43772,2
58282,1,131,130,1,1,29141,0
58283,0,29,28,1,1,43778,1
58284,2,24,23,1,1,29142,1
58285,0,162,161,1,1,43784,3
58286,1,162,161,1,1,29143,0
58287,0,16,15,1,1,43790,1
58288,3,164,163,1,1,29144,3
58289,0,43,42,1,1,43796,2
58290,1,43,42,1,1,29145,0
58291,0,11,10,1,1,43802,1
58292,2,164,163,1,1,29146,1
58293,0,43,42,1,1,43808,3
58294,1,43,42,1,1,29147,0
58295,0,19,18,1,1,43814,1
58296,3,164,163,1,1,29148,2
58297,0,162,161,1,1,43820,2
58298,1,43,42,1,1,29149,0
58299,0,27,26,1,1,43826,1
58300,2,115,114,1,1,29150,1
58301,0,101,100,1,1,43832,3
58302,1,82,81,1,1,29151,0
58303,0,71,70,1,1,43838,1
58304,3,45,44,1,1,29152,3
58305,0,43,42,1,1,43844,2
58306,1,43,42,1,1,29153,0
58307,0,22,21,1,1,43850,1
58308,2,45,44,1,1,29154,1
58309,0,131,130,1,1,43856,3
58310,1,131,130,1,1,29155,0
58311,0,123,122,1,1,43862,1
58312,3,120,119,1,1,29156,2
58313,0,133,132,1,1,43868,2
58314,1,118,117,1,1,29157,0
58315,0,17,16,1,1,43874,1
58316,2,25,24,1,1,29158,1
58317,0,118,117,1,1,43880,3
58318,1,101,100,1,1,29159,0
58319,0,118,117,1,1,43886,1
58320,3,45,44,1,1,29160,3
58321,0,118,117,1,1,43892,2
58322,1,56,55,1,1,29161,0
58323,0,38,37,1,1,43898,1
58324,2,45,44,1,1,29162,1
58325,0,131,130,1,1,43904,3
58326,1,119,118,1,1,29163,0
58327,0,113,112,1,1,43910,1
58328,3,164,163,1,1,29164,2
58329,0,131,130,1,1,43916,2
58330,1,43,42,1,1,29165,0
58331,0,33,32,1,1,43922,1
58332,2,20,19,1,1,29166,1
58333,0,43,42,1,1,43928,3
58334,1,204,203,1,1,29167,0
58335,0,95,94,1,1,43934,1
58336,3,164,163,1,1,29168,3
58337,0,75,74,1,1,43940,2
58338,1,131,130,1,1,29169,0
58339,0,15,14,1,1,43946,1
58340,2,102,101,1,1,29170,1
58341,0,69,68,1,1,43952,3
58342,1,69,68,1,1,29171,0
58343,0,20,19,1,1,43958,1
58344,3,164,163,1,1,29172,2
58345,0,58,57,1,1,43964,2
58346,1,43,42,1,1,29173,0
58347,0,41,40,1,1,43970,1
58348,2,116,115,1,1,29174,1
58349,0,153,152,1,1,43976,3
58350,1,153,152,1,1,29175,0
58351,0,54,53,1,1,43982,1
58352,3,110,109,1,1,29176,3
58353,0,43,42,1,1,43988,2
58354,1,69,68,1,1,29177,0
58355,0,36,35,1,1,43994,1
58356,2,110,109,1,1,29178,1
58357,0,43,42,1,1,44000,3
58358,1,69,68,1,1,29179,0
58359,0,36,35,1,1,44006,1
58360,3,122,121,1,1,29180,2
58361,0,69,68,1,1,44012,2
58362,1,97,96,1,1,29181,0
58363,0,49,48,1,1,44018,1
58364,2,111,110,1,1,29182,1
58365,0,196,195,1,1,44024,3
58366,1,47,46,1,1,29183,0
58367,0,49,48,1,1,44030,1
58368,3,40,39,1,1,29184,3
58369,0,116,115,1,1,44036,2
58370,1,116,115,1,1,29185,0
58371,0,31,30,1,1,44042,1
58372,2,45,44,1,1,29186,1
58373,0,131,130,1,1,44048,3
58374,1,131,130,1,1,29187,0
58375,0,31,30,1,1,44054,1
58376,3,164,163,1,1,29188,2
58377,0,53,52,1,1,44060,2
58378,1,162,161,1,1,29189,0
58379,0,18,17,1,1,44066,1
58380,2,26,25,1,1,29190,1
58381,0,162,161,1,1,44072,3
58382,1,141,140,1,1,29191,0
58383,0,119,118,1,1,44078,1
58384,3,45,44,1,1,29192,3
58385,0,162,161,1,1,44084,2
58386,1,131,130,1,1,29193,0
58387,0,18,17,1,1,44090,1
58388,2,45,44,1,1,29194,1
58389,0,131,130,1,1,44096,3
58390,1,162,161,1,1,29195,0
58391,0,26,25,1,1,44102,1
58392,3,45,44,1,1,29196,2
58393,0,100,99,1,1,44108,2
58394,1,131,130,1,1,29197,0
58395,0,57,56,1,1,44114,1
58396,2,26,25,1,1,29198,1
58397,0,162,161,1,1,44120,3
58398,1,53,52,1,1,29199,0
58399,0,145,144,1,1,44126,1
58400,3,45,44,1,1,29200,3
58401,0,100,99,1,1,44132,2
58402,1,131,130,1,1,29201,0
58403,0,13,12,1,1,44138,1
58404,2,73,72,1,1,29202,1
58405,0,162,161,1,1,44144,3
58406,1,162,161,1,1,29203,0
58407,0,127,126,1,1,44150,1
58408,3,45,44,1,1,29204,2
58409,0,166,165,1,1,44156,2
58410,1,131,130,1,1,29205,0
58411,0,34,33,1,1,44162,1
58412,2,21,20,1,1,29206,1
58413,0,131,130,1,1,44168,3
58414,1,131,130,1,1,29207,0
58415,0,47,46,1,1,44174,1
58416,3,45,44,1,1,29208,3
58417,0,131,130,1,1,44180,2
58418,1,131,130,1,1,29209,0
58419,0,21,20,1,1,44186,1
58420,2,45,44,1,1,29210,1
58421,0,131,130,1,1,44192,3
58422,1,72,71,1,1,29211,0
58423,0,109,108,1,1,44198,1
58424,3,164,163,1,1,29212,2
58425,0,118,117,1,1,44204,2
58426,1,43,42,1,1,29213,0
58427,0,122,121,1,1,44210,1
58428,2,29,28,1,1,29214,1
58429,0,43,42,1,1,44216,3
58430,1,146,145,1,1,29215,0
58431,0,122,121,1,1,44222,1
58432,3,133,132,1,1,29216,3
58433,0,43,42,1,1,44228,2
58434,1,43,42,1,1,29217,0
58435,0,29,28,1,1,44234,1
58436,2,45,44,1,1,29218,1
58437,0,131,130,1,1,44240,3
58438,1,131,130,1,1,29219,0
58439,0,135,134,1,1,44246,1
58440,3,103,102,1,1,29220,2
58441,0,40,39,1,1,44252,2
58442,1,80,79,1,1,29221,0
58443,0,16,15,1,1,44258,1
58444,2,117,116,1,1,29222,1
58445,0,80,79,1,1,44264,3
58446,1,43,42,1,1,29223,0
58447,0,29,28,1,1,44270,1
58448,3,133,132,1,1,29224,3
58449,0,80,79,1,1,44276,2
58450,1,85,84,1,1,29225,0
58451,0,73,72,1,1,44282,1
58452,2,133,132,1,1,29226,1
58453,0,38,37,1,1,44288,3
58454,1,131,130,1,1,29227,0
58455,0,16,15,1,1,44294,1
58456,3,45,44,1,1,29228,2
58457,0,69,68,1,1,44300,2
58458,1,69,68,1,1,29229,0
58459,0,130,129,1,1,44306,1
58460,2,24,23,1,1,29230,1
58461,0,69,68,1,1,44312,3
58462,1,115,114,1,1,29231,0
58463,0,130,129,1,1,44318,1
58464,3,133,132,1,1,29232,3
58465,0,69,68,1,1,44324,2
58466,1,69,68,1,1,29233,0
58467,0,24,23,1,1,44330,1
58468,2,45,44,1,1,29234,1
58469,0,69,68,1,1,44336,3
58470,1,69,68,1,1,29235,0
58471,0,50,49,1,1,44342,1
58472,3,133,132,1,1,29236,2
58473,0,159,158,1,1,44348,2
58474,1,38,37,1,1,29237,0
58475,0,50,49,1,1,44354,1
58476,2,112,111,1,1,29238,1
58477,0,150,149,1,1,44360,3
58478,1,150,149,1,1,29239,0
58479,0,37,36,1,1,44366,1
58480,3,120,119,1,1,29240,3
58481,0,38,37,1,1,44372,2
58482,1,56,55,1,1,29241,0
58483,0,125,124,1,1,44378,1
58484,2,120,119,1,1,29242,1
58485,0,69,68,1,1,44384,3
58486,1,69,68,1,1,29243,0
58487,0,32,31,1,1,44390,1
58488,3,135,134,1,1,29244,2
58489,0,165,164,1,1,44396,2
58490,1,69,68,1,1,29245,0
58491,0,24,23,1,1,44402,1
58492,2,45,44,1,1,29246,1
58493,0,69,68,1,1,44408,3
58494,1,40,39,1,1,29247,0
58495,0,138,137,1,1,44414,1
58496,3,133,132,1,1,29248,3
58497,0,104,103,1,1,44420,2
58498,1,131,130,1,1,29249,0
58499,0,19,18,1,1,44426,1
58500,2,45,44,1,1,29250,1
58501,0,131,130,1,1,44432,3
58502,1,131,130,1,1,29251,0
58503,0,45,44,1,1,44438,1
58504,3,120,119,1,1,29252,2
58505,0,97,96,1,1,44444,2
58506,1,131,130,1,1,29253,0
58507,0,107,106,1,1,44450,1
58508,2,27,26,1,1,29254,1
58509,0,131,130,1,1,44456,3
58510,1,162,161,1,1,29255,0
58511,0,32,31,1,1,44462,1
58512,3,120,119,1,1,29256,3
58513,0,162,161,1,1,44468,2
58514,1,162,161,1,1,29257,0
58515,0,120,119,1,1,44474,1
58516,2,120,119,1,1,29258,1
58517,0,131,130,1,1,44480,3
58518,1,131,130,1,1,29259,0
58519,0,27,26,1,1,44486,1
58520,3,120,119,1,1,29260,2
58521,0,131,130,1,1,44492,2
