r,v 
55698,1
55700,2
55702,1
55704,3
55706,1
55708,2
55710,1
55712,3
55714,1
55716,2
55718,1
55720,3
55722,1
55724,2
55726,1
55728,3
55730,1
55732,2
55734,1
55736,3
55738,1
55740,2
55742,1
55744,3
55746,1
55748,2
55750,1
55752,3
55754,1
55756,2
55758,1
55760,3
55762,1
55764,2
55766,1
55768,3
55770,1
55772,2
55774,1
55776,3
55778,1
55780,2
55782,1
55784,3
55786,1
55788,2
55790,1
55792,3
55794,1
55796,2
55798,1
55800,3
55802,1
55804,2
55806,1
55808,3
55810,1
55812,2
55814,1
55816,3
55818,1
55820,2
55822,1
55824,3
55826,1
55828,2
55830,1
55832,3
55834,1
55836,2
55838,1
55840,3
55842,1
55844,2
55846,1
55848,3
55850,1
55852,2
55854,1
55856,3
55858,1
55860,2
55862,1
55864,3
55866,1
55868,2
55870,1
55872,3
55874,1
55876,2
55878,1
55880,3
55882,1
55884,2
55886,1
55888,3
55890,1
55892,2
55894,1
55896,3
55898,1
55900,2
55902,1
55904,3
55906,1
55908,2
55910,1
55912,3
55914,1
55916,2
55918,1
55920,3
55922,1
55924,2
55926,1
55928,3
55930,1
55932,2
55934,1
55936,3
55938,1
55940,2
55942,1
55944,3
55946,1
55948,2
55950,1
55952,3
55954,1
55956,2
55958,1
55960,3
55962,1
55964,2
55966,1
55968,3
55970,1
55972,2
55974,1
55976,3
55978,1
55980,2
55982,1
55984,3
55986,1
55988,2
55990,1
55992,3
55994,1
55996,2
55998,1
56000,3
56002,1
56004,2
56006,1
56008,3
56010,1
56012,2
56014,1
56016,3
56018,1
56020,2
56022,1
56024,3
56026,1
56028,2
56030,1
56032,3
56034,1
56036,2
56038,1
56040,3
56042,1
56044,2
56046,1
56048,3
56050,1
56052,2
56054,1
56056,3
56058,1
56060,2
56062,1
56064,3
56066,1
56068,2
56070,1
56072,3
56074,1
56076,2
56078,1
56080,3
56082,1
56084,2
56086,1
56088,3
56090,1
56092,2
56094,1
56096,3
56098,1
56100,2
56102,1
56104,3
56106,1
56108,2
56110,1
56112,3
56114,1
56116,2
56118,1
56120,3
56122,1
56124,2
56126,1
56128,3
56130,1
56132,2
56134,1
56136,3
56138,1
56140,2
56142,1
56144,3
56146,1
56148,2
56150,1
56152,3
56154,1
56156,2
56158,1
56160,3
56162,1
56164,2
56166,1
56168,3
56170,1
56172,2
56174,1
56176,3
56178,1
56180,2
56182,1
56184,3
56186,1
56188,2
56190,1
56192,3
56194,1
56196,2
56198,1
56200,3
56202,1
56204,2
56206,1
56208,3
56210,1
56212,2
56214,1
56216,3
56218,1
56220,2
56222,1
56224,3
56226,1
56228,2
56230,1
56232,3
56234,1
56236,2
56238,1
56240,3
56242,1
56244,2
56246,1
56248,3
56250,1
56252,2
56254,1
56256,3
56258,1
56260,2
56262,1
56264,3
56266,1
56268,2
56270,1
56272,3
56274,1
56276,2
56278,1
56280,3
56282,1
56284,2
56286,1
56288,3
56290,1
56292,2
56294,1
56296,3
56298,1
56300,2
56302,1
56304,3
56306,1
56308,2
56310,1
56312,3
56314,1
56316,2
56318,1
56320,3
56322,1
56324,2
56326,1
56328,3
56330,1
56332,2
56334,1
56336,3
56338,1
56340,2
56342,1
56344,3
56346,1
56348,2
56350,1
56352,3
56354,1
56356,2
56358,1
56360,3
56362,1
56364,2
56366,1
56368,3
56370,1
56372,2
56374,1
56376,3
56378,1
56380,2
56382,1
56384,3
56386,1
56388,2
56390,1
56392,3
56394,1
56396,2
56398,1
56400,3
56402,1
56404,2
56406,1
56408,3
56410,1
56412,2
56414,1
56416,3
56418,1
56420,2
56422,1
56424,3
56426,1
56428,2
56430,1
56432,3
56434,1
56436,2
56438,1
56440,3
56442,1
56444,2
56446,1
56448,3
56450,1
56452,2
56454,1
56456,3
56458,1
56460,2
56462,1
56464,3
56466,1
56468,2
56470,1
56472,3
56474,1
56476,2
56478,1
56480,3
56482,1
56484,2
56486,1
56488,3
56490,1
56492,2
56494,1
56496,3
56498,1
56500,2
56502,1
56504,3
56506,1
56508,2
56510,1
56512,3
56514,1
56516,2
56518,1
56520,3
56522,1
56524,2
56526,1
56528,3
56530,1
56532,2
56534,1
56536,3
56538,1
56540,2
56542,1
56544,3
56546,1
56548,2
56550,1
56552,3
56554,1
56556,2
56558,1
56560,3
56562,1
56564,2
56566,1
56568,3
56570,1
56572,2
56574,1
56576,3
56578,1
56580,2
56582,1
56584,3
56586,1
56588,2
56590,1
56592,3
56594,1
56596,2
56598,1
56600,3
56602,1
56604,2
56606,1
56608,3
56610,1
56612,2
56614,1
56616,3
56618,1
56620,2
56622,1
56624,3
56626,1
56628,2
56630,1
56632,3
56634,1
56636,2
56638,1
56640,3
56642,1
56644,2
56646,1
56648,3
56650,1
56652,2
56654,1
56656,3
56658,1
56660,2
56662,1
56664,3
56666,1
56668,2
56670,1
56672,3
56674,1
56676,2
56678,1
56680,3
56682,1
56684,2
56686,1
56688,3
56690,1
56692,2
56694,1
56696,3
56698,1
56700,2
56702,1
56704,3
56706,1
56708,2
56710,1
56712,3
56714,1
56716,2
56718,1
56720,3
56722,1
56724,2
56726,1
56728,3
56730,1
56732,2
56734,1
56736,3
56738,1
56740,2
56742,1
56744,3
56746,1
56748,2
56750,1
56752,3
56754,1
56756,2
56758,1
56760,3
56762,1
56764,2
56766,1
56768,3
56770,1
56772,2
56774,1
56776,3
56778,1
56780,2
56782,1
56784,3
56786,1
56788,2
56790,1
56792,3
56794,1
56796,2
56798,1
56800,3
56802,1
56804,2
56806,1
56808,3
56810,1
56812,2
56814,1
56816,3
56818,1
56820,2
56822,1
56824,3
56826,1
56828,2
56830,1
56832,3
56834,1
56836,2
56838,1
56840,3
56842,1
56844,2
56846,1
56848,3
56850,1
56852,2
56854,1
56856,3
56858,1
56860,2
56862,1
56864,3
56866,1
56868,2
56870,1
56872,3
56874,1
56876,2
56878,1
56880,3
56882,1
56884,2
56886,1
56888,3
56890,1
56892,2
56894,1
56896,3
56898,1
56900,2
56902,1
56904,3
56906,1
56908,2
56910,1
56912,3
56914,1
56916,2
56918,1
56920,3
56922,1
56924,2
56926,1
56928,3
56930,1
56932,2
56934,1
56936,3
56938,1
56940,2
56942,1
56944,3
56946,1
56948,2
56950,1
56952,3
56954,1
56956,2
56958,1
56960,3
56962,1
56964,2
56966,1
56968,3
56970,1
56972,2
56974,1
56976,3
56978,1
56980,2
56982,1
56984,3
56986,1
56988,2
56990,1
56992,3
56994,1
56996,2
56998,1
57000,3
57002,1
57004,2
57006,1
57008,3
57010,1
57012,2
57014,1
57016,3
57018,1
57020,2
57022,1
57024,3
57026,1
57028,2
57030,1
57032,3
57034,1
57036,2
57038,1
57040,3
57042,1
57044,2
57046,1
57048,3
57050,1
57052,2
57054,1
57056,3
57058,1
57060,2
57062,1
57064,3
57066,1
57068,2
57070,1
57072,3
57074,1
57076,2
57078,1
57080,3
57082,1
57084,2
57086,1
57088,3
57090,1
57092,2
57094,1
57096,3
57098,1
57100,2
57102,1
57104,3
57106,1
57108,2
57110,1
57112,3
57114,1
57116,2
57118,1
57120,3
57122,1
57124,2
57126,1
57128,3
57130,1
57132,2
57134,1
57136,3
57138,1
57140,2
57142,1
57144,3
57146,1
57148,2
57150,1
57152,3
57154,1
57156,2
57158,1
57160,3
57162,1
57164,2
57166,1
57168,3
57170,1
57172,2
57174,1
57176,3
57178,1
57180,2
57182,1
57184,3
57186,1
57188,2
57190,1
57192,3
57194,1
57196,2
57198,1
57200,3
57202,1
57204,2
57206,1
57208,3
57210,1
57212,2
57214,1
57216,3
57218,1
57220,2
57222,1
57224,3
57226,1
57228,2
57230,1
57232,3
57234,1
57236,2
57238,1
57240,3
57242,1
57244,2
57246,1
57248,3
57250,1
57252,2
57254,1
57256,3
57258,1
57260,2
57262,1
57264,3
57266,1
57268,2
57270,1
57272,3
57274,1
57276,2
57278,1
57280,3
57282,1
57284,2
57286,1
57288,3
57290,1
57292,2
57294,1
57296,3
57298,1
57300,2
57302,1
57304,3
57306,1
57308,2
57310,1
57312,3
57314,1
57316,2
57318,1
57320,3
57322,1
57324,2
57326,1
57328,3
57330,1
57332,2
57334,1
57336,3
57338,1
57340,2
57342,1
57344,3
57346,1
57348,2
57350,1
57352,3
57354,1
57356,2
57358,1
57360,3
57362,1
57364,2
57366,1
57368,3
57370,1
57372,2
57374,1
57376,3
57378,1
57380,2
57382,1
57384,3
57386,1
57388,2
57390,1
57392,3
57394,1
57396,2
57398,1
57400,3
57402,1
57404,2
57406,1
57408,3
57410,1
57412,2
57414,1
57416,3
57418,1
57420,2
57422,1
57424,3
57426,1
57428,2
57430,1
57432,3
57434,1
57436,2
57438,1
57440,3
57442,1
57444,2
57446,1
57448,3
57450,1
57452,2
57454,1
57456,3
57458,1
57460,2
57462,1
57464,3
57466,1
57468,2
57470,1
57472,3
57474,1
57476,2
57478,1
57480,3
57482,1
57484,2
57486,1
57488,3
57490,1
57492,2
57494,1
57496,3
57498,1
57500,2
57502,1
57504,3
57506,1
57508,2
57510,1
57512,3
57514,1
57516,2
57518,1
57520,3
57522,1
57524,2
57526,1
57528,3
57530,1
57532,2
57534,1
57536,3
57538,1
57540,2
57542,1
57544,3
57546,1
57548,2
57550,1
57552,3
57554,1
57556,2
57558,1
57560,3
57562,1
57564,2
57566,1
57568,3
57570,1
57572,2
57574,1
57576,3
57578,1
57580,2
57582,1
57584,3
57586,1
57588,2
57590,1
57592,3
57594,1
57596,2
57598,1
57600,3
57602,1
57604,2
57606,1
57608,3
57610,1
57612,2
57614,1
57616,3
57618,1
57620,2
57622,1
57624,3
57626,1
57628,2
57630,1
57632,3
57634,1
57636,2
57638,1
57640,3
57642,1
57644,2
57646,1
57648,3
57650,1
57652,2
57654,1
57656,3
57658,1
57660,2
57662,1
57664,3
57666,1
57668,2
57670,1
57672,3
57674,1
57676,2
57678,1
57680,3
57682,1
57684,2
57686,1
57688,3
57690,1
57692,2
57694,1
57696,3
57698,1
57700,2
57702,1
57704,3
57706,1
57708,2
57710,1
57712,3
57714,1
57716,2
57718,1
57720,3
57722,1
57724,2
57726,1
57728,3
57730,1
57732,2
57734,1
57736,3
57738,1
57740,2
57742,1
57744,3
57746,1
57748,2
57750,1
57752,3
57754,1
57756,2
57758,1
57760,3
57762,1
57764,2
57766,1
57768,3
57770,1
57772,2
57774,1
57776,3
57778,1
57780,2
57782,1
57784,3
57786,1
57788,2
57790,1
57792,3
57794,1
57796,2
57798,1
57800,3
57802,1
57804,2
57806,1
57808,3
57810,1
57812,2
57814,1
57816,3
57818,1
57820,2
57822,1
57824,3
57826,1
57828,2
57830,1
57832,3
57834,1
57836,2
57838,1
57840,3
57842,1
57844,2
57846,1
57848,3
57850,1
57852,2
57854,1
57856,3
57858,1
57860,2
57862,1
57864,3
57866,1
57868,2
57870,1
57872,3
57874,1
57876,2
57878,1
57880,3
57882,1
57884,2
57886,1
57888,3
57890,1
57892,2
57894,1
57896,3
57898,1
57900,2
57902,1
57904,3
57906,1
57908,2
57910,1
57912,3
57914,1
57916,2
57918,1
57920,3
57922,1
57924,2
57926,1
57928,3
57930,1
57932,2
57934,1
57936,3
57938,1
57940,2
57942,1
57944,3
57946,1
57948,2
57950,1
57952,3
57954,1
57956,2
57958,1
57960,3
57962,1
57964,2
57966,1
57968,3
57970,1
57972,2
57974,1
57976,3
57978,1
57980,2
57982,1
57984,3
57986,1
57988,2
57990,1
57992,3
57994,1
57996,2
57998,1
58000,3
58002,1
58004,2
58006,1
58008,3
58010,1
58012,2
58014,1
58016,3
58018,1
58020,2
58022,1
58024,3
58026,1
58028,2
58030,1
58032,3
58034,1
58036,2
58038,1
58040,3
58042,1
58044,2
58046,1
58048,3
58050,1
58052,2
58054,1
58056,3
58058,1
58060,2
58062,1
58064,3
58066,1
58068,2
58070,1
58072,3
58074,1
58076,2
58078,1
58080,3
58082,1
58084,2
58086,1
58088,3
58090,1
58092,2
58094,1
58096,3
58098,1
58100,2
58102,1
58104,3
58106,1
58108,2
58110,1
58112,3
58114,1
58116,2
58118,1
58120,3
58122,1
58124,2
58126,1
58128,3
58130,1
58132,2
58134,1
58136,3
58138,1
58140,2
58142,1
58144,3
58146,1
58148,2
58150,1
58152,3
58154,1
58156,2
58158,1
58160,3
58162,1
58164,2
58166,1
58168,3
58170,1
58172,2
58174,1
58176,3
58178,1
58180,2
58182,1
58184,3
58186,1
58188,2
58190,1
58192,3
58194,1
58196,2
58198,1
58200,3
58202,1
58204,2
58206,1
58208,3
58210,1
58212,2
58214,1
58216,3
58218,1
58220,2
58222,1
58224,3
58226,1
58228,2
58230,1
58232,3
58234,1
58236,2
58238,1
58240,3
58242,1
58244,2
58246,1
58248,3
58250,1
58252,2
58254,1
58256,3
58258,1
58260,2
58262,1
58264,3
58266,1
58268,2
58270,1
58272,3
58274,1
58276,2
58278,1
58280,3
58282,1
58284,2
58286,1
58288,3
58290,1
58292,2
58294,1
58296,3
58298,1
58300,2
58302,1
58304,3
58306,1
58308,2
58310,1
58312,3
58314,1
58316,2
58318,1
58320,3
58322,1
58324,2
58326,1
58328,3
58330,1
58332,2
58334,1
58336,3
58338,1
58340,2
58342,1
58344,3
58346,1
58348,2
58350,1
58352,3
58354,1
58356,2
58358,1
58360,3
58362,1
58364,2
58366,1
58368,3
58370,1
58372,2
58374,1
58376,3
58378,1
58380,2
58382,1
58384,3
58386,1
58388,2
58390,1
58392,3
58394,1
58396,2
58398,1
58400,3
58402,1
58404,2
58406,1
58408,3
58410,1
58412,2
58414,1
58416,3
58418,1
58420,2
58422,1
58424,3
58426,1
58428,2
58430,1
58432,3
58434,1
58436,2
58438,1
58440,3
58442,1
58444,2
58446,1
58448,3
58450,1
58452,2
58454,1
58456,3
58458,1
58460,2
58462,1
58464,3
58466,1
58468,2
58470,1
58472,3
58474,1
58476,2
58478,1
58480,3
58482,1
58484,2
58486,1
58488,3
58490,1
58492,2
58494,1
58496,3
58498,1
58500,2
58502,1
58504,3
58506,1
58508,2
58510,1
58512,3
58514,1
58516,2
58518,1
58520,3
58522,1
58524,2
58526,1
58528,3
58530,1
58532,2
58534,1
58536,3
58538,1
58540,2
58542,1
58544,3
58546,1
58548,2
58550,1
58552,3
58554,1
58556,2
58558,1
58560,3
58562,1
58564,2
58566,1
58568,3
58570,1
58572,2
58574,1
58576,3
58578,1
58580,2
58582,1
58584,3
58586,1
58588,2
58590,1
58592,3
58594,1
58596,2
58598,1
58600,3
58602,1
58604,2
58606,1
58608,3
58610,1
58612,2
58614,1
58616,3
58618,1
58620,2
58622,1
58624,3
58626,1
58628,2
58630,1
58632,3
58634,1
58636,2
58638,1
58640,3
58642,1
58644,2
58646,1
58648,3
58650,1
58652,2
58654,1
58656,3
58658,1
58660,2
58662,1
58664,3
58666,1
58668,2
58670,1
58672,3
58674,1
58676,2
58678,1
58680,3
58682,1
58684,2
58686,1
58688,3
58690,1
58692,2
58694,1
58696,3
58698,1
58700,2
58702,1
58704,3
58706,1
58708,2
58710,1
58712,3
58714,1
58716,2
58718,1
58720,3
58722,1
58724,2
58726,1
58728,3
58730,1
58732,2
58734,1
58736,3
58738,1
58740,2
58742,1
58744,3
58746,1
58748,2
58750,1
58752,3
58754,1
58756,2
58758,1
58760,3
58762,1
58764,2
58766,1
58768,3
58770,1
58772,2
58774,1
58776,3
58778,1
58780,2
58782,1
58784,3
58786,1
58788,2
58790,1
58792,3
58794,1
58796,2
58798,1
58800,3
58802,1
58804,2
58806,1
58808,3
58810,1
58812,2
58814,1
58816,3
58818,1
58820,2
58822,1
58824,3
58826,1
58828,2
58830,1
58832,3
58834,1
58836,2
58838,1
58840,3
58842,1
58844,2
58846,1
58848,3
58850,1
58852,2
58854,1
58856,3
58858,1
58860,2
58862,1
58864,3
58866,1
58868,2
58870,1
58872,3
58874,1
58876,2
58878,1
58880,3
58882,1
58884,2
58886,1
58888,3
58890,1
58892,2
58894,1
58896,3
58898,1
58900,2
58902,1
58904,3
58906,1
58908,2
58910,1
58912,3
58914,1
58916,2
58918,1
58920,3
58922,1
58924,2
58926,1
58928,3
58930,1
58932,2
58934,1
58936,3
58938,1
58940,2
58942,1
58944,3
58946,1
58948,2
58950,1
58952,3
58954,1
58956,2
58958,1
58960,3
58962,1
58964,2
58966,1
58968,3
58970,1
58972,2
58974,1
58976,3
58978,1
58980,2
58982,1
58984,3
58986,1
58988,2
58990,1
58992,3
58994,1
58996,2
58998,1
59000,3
59002,1
59004,2
59006,1
59008,3
59010,1
59012,2
59014,1
59016,3
59018,1
59020,2
59022,1
59024,3
59026,1
59028,2
59030,1
59032,3
59034,1
59036,2
59038,1
59040,3
59042,1
59044,2
59046,1
59048,3
59050,1
59052,2
59054,1
59056,3
59058,1
59060,2
59062,1
59064,3
59066,1
59068,2
59070,1
59072,3
59074,1
59076,2
59078,1
59080,3
59082,1
59084,2
59086,1
59088,3
59090,1
59092,2
59094,1
59096,3
59098,1
59100,2
59102,1
59104,3
59106,1
59108,2
59110,1
59112,3
59114,1
59116,2
59118,1
59120,3
59122,1
59124,2
59126,1
59128,3
59130,1
59132,2
59134,1
59136,3
59138,1
59140,2
59142,1
59144,3
59146,1
59148,2
59150,1
59152,3
59154,1
59156,2
59158,1
59160,3
59162,1
59164,2
59166,1
59168,3
59170,1
59172,2
59174,1
59176,3
59178,1
59180,2
59182,1
59184,3
59186,1
59188,2
59190,1
59192,3
59194,1
59196,2
59198,1
59200,3
59202,1
59204,2
59206,1
59208,3
59210,1
59212,2
59214,1
59216,3
59218,1
59220,2
59222,1
59224,3
59226,1
59228,2
59230,1
59232,3
59234,1
59236,2
59238,1
59240,3
59242,1
59244,2
59246,1
59248,3
59250,1
59252,2
59254,1
59256,3
59258,1
59260,2
59262,1
59264,3
59266,1
59268,2
59270,1
59272,3
59274,1
59276,2
59278,1
59280,3
59282,1
59284,2
59286,1
59288,3
59290,1
59292,2
59294,1
59296,3
59298,1
59300,2
59302,1
59304,3
59306,1
59308,2
59310,1
59312,3
59314,1
59316,2
59318,1
59320,3
59322,1
59324,2
59326,1
59328,3
59330,1
59332,2
59334,1
59336,3
59338,1
59340,2
59342,1
59344,3
59346,1
59348,2
59350,1
59352,3
59354,1
59356,2
59358,1
59360,3
59362,1
59364,2
59366,1
59368,3
59370,1
59372,2
59374,1
59376,3
59378,1
59380,2
59382,1
59384,3
59386,1
59388,2
59390,1
59392,3
59394,1
59396,2
59398,1
59400,3
59402,1
59404,2
59406,1
59408,3
59410,1
59412,2
59414,1
59416,3
59418,1
59420,2
59422,1
59424,3
59426,1
59428,2
59430,1
59432,3
59434,1
59436,2
59438,1
59440,3
59442,1
59444,2
59446,1
59448,3
59450,1
59452,2
59454,1
59456,3
59458,1
59460,2
59462,1
59464,3
59466,1
59468,2
59470,1
59472,3
59474,1
59476,2
59478,1
59480,3
59482,1
59484,2
59486,1
59488,3
59490,1
59492,2
59494,1
59496,3
59498,1
59500,2
59502,1
59504,3
59506,1
59508,2
59510,1
59512,3
59514,1
59516,2
59518,1
59520,3
59522,1
59524,2
59526,1
59528,3
59530,1
59532,2
59534,1
59536,3
59538,1
59540,2
59542,1
59544,3
59546,1
59548,2
59550,1
59552,3
59554,1
59556,2
59558,1
59560,3
59562,1
59564,2
59566,1
59568,3
59570,1
59572,2
59574,1
59576,3
59578,1
59580,2
59582,1
59584,3
59586,1
59588,2
59590,1
59592,3
59594,1
59596,2
59598,1
59600,3
59602,1
59604,2
59606,1
59608,3
59610,1
59612,2
59614,1
59616,3
59618,1
59620,2
59622,1
59624,3
59626,1
59628,2
59630,1
59632,3
59634,1
59636,2
59638,1
59640,3
59642,1
59644,2
59646,1
59648,3
59650,1
59652,2
59654,1
59656,3
59658,1
59660,2
59662,1
59664,3
59666,1
59668,2
59670,1
59672,3
59674,1
59676,2
59678,1
59680,3
59682,1
59684,2
59686,1
59688,3
59690,1
59692,2
59694,1
59696,3
59698,1
59700,2
59702,1
59704,3
59706,1
59708,2
59710,1
59712,3
59714,1
59716,2
59718,1
59720,3
59722,1
59724,2
59726,1
59728,3
59730,1
59732,2
59734,1
59736,3
59738,1
59740,2
59742,1
59744,3
59746,1
59748,2
59750,1
59752,3
59754,1
59756,2
59758,1
59760,3
59762,1
59764,2
59766,1
59768,3
59770,1
59772,2
59774,1
59776,3
59778,1
59780,2
59782,1
59784,3
59786,1
59788,2
59790,1
59792,3
59794,1
59796,2
59798,1
59800,3
59802,1
59804,2
59806,1
59808,3
59810,1
59812,2
59814,1
59816,3
59818,1
59820,2
59822,1
59824,3
59826,1
59828,2
59830,1
59832,3
59834,1
59836,2
59838,1
59840,3
59842,1
59844,2
59846,1
59848,3
59850,1
59852,2
59854,1
59856,3
59858,1
59860,2
59862,1
59864,3
59866,1
59868,2
59870,1
59872,3
59874,1
59876,2
59878,1
59880,3
59882,1
59884,2
59886,1
59888,3
59890,1
59892,2
59894,1
59896,3
59898,1
59900,2
59902,1
59904,3
59906,1
59908,2
59910,1
59912,3
59914,1
59916,2
59918,1
59920,3
59922,1
59924,2
59926,1
59928,3
59930,1
59932,2
59934,1
59936,3
59938,1
59940,2
59942,1
59944,3
59946,1
59948,2
59950,1
59952,3
59954,1
59956,2
59958,1
59960,3
59962,1
59964,2
59966,1
59968,3
59970,1
59972,2
59974,1
59976,3
59978,1
59980,2
59982,1
59984,3
59986,1
59988,2
59990,1
59992,3
59994,1
59996,2
59998,1
60000,3
60002,1
60004,2
60006,1
60008,3
60010,1
60012,2
60014,1
60016,3
60018,1
60020,2
60022,1
60024,3
60026,1
60028,2
60030,1
60032,3
60034,1
60036,2
60038,1
60040,3
60042,1
60044,2
60046,1
60048,3
60050,1
60052,2
60054,1
60056,3
60058,1
60060,2
60062,1
60064,3
60066,1
60068,2
60070,1
60072,3
60074,1
60076,2
60078,1
60080,3
60082,1
60084,2
60086,1
60088,3
60090,1
60092,2
60094,1
60096,3
60098,1
60100,2
60102,1
60104,3
60106,1
60108,2
60110,1
60112,3
60114,1
60116,2
60118,1
60120,3
60122,1
60124,2
60126,1
60128,3
60130,1
60132,2
60134,1
60136,3
60138,1
60140,2
60142,1
60144,3
60146,1
60148,2
60150,1
60152,3
60154,1
60156,2
60158,1
60160,3
60162,1
60164,2
60166,1
60168,3
60170,1
60172,2
60174,1
60176,3
60178,1
60180,2
60182,1
60184,3
60186,1
60188,2
60190,1
60192,3
60194,1
60196,2
60198,1
60200,3
60202,1
60204,2
60206,1
60208,3
60210,1
60212,2
60214,1
60216,3
60218,1
60220,2
60222,1
60224,3
60226,1
60228,2
60230,1
60232,3
60234,1
60236,2
60238,1
60240,3
60242,1
60244,2
60246,1
60248,3
60250,1
60252,2
60254,1
60256,3
60258,1
60260,2
60262,1
60264,3
60266,1
60268,2
60270,1
60272,3
60274,1
60276,2
60278,1
60280,3
60282,1
60284,2
60286,1
60288,3
60290,1
60292,2
60294,1
60296,3
60298,1
60300,2
60302,1
60304,3
60306,1
60308,2
60310,1
60312,3
60314,1
60316,2
60318,1
60320,3
60322,1
60324,2
60326,1
60328,3
60330,1
60332,2
60334,1
60336,3
60338,1
60340,2
60342,1
60344,3
60346,1
60348,2
60350,1
60352,3
60354,1
60356,2
60358,1
60360,3
60362,1
60364,2
60366,1
60368,3
60370,1
60372,2
60374,1
60376,3
60378,1
60380,2
60382,1
60384,3
60386,1
60388,2
60390,1
60392,3
60394,1
60396,2
60398,1
60400,3
60402,1
60404,2
60406,1
60408,3
60410,1
60412,2
60414,1
60416,3
60418,1
60420,2
60422,1
60424,3
60426,1
60428,2
60430,1
60432,3
60434,1
60436,2
60438,1
60440,3
60442,1
60444,2
60446,1
60448,3
60450,1
60452,2
60454,1
60456,3
60458,1
60460,2
60462,1
60464,3
60466,1
60468,2
60470,1
60472,3
60474,1
60476,2
60478,1
60480,3
60482,1
60484,2
60486,1
60488,3
60490,1
60492,2
60494,1
60496,3
60498,1
60500,2
60502,1
60504,3
60506,1
60508,2
60510,1
60512,3
60514,1
60516,2
60518,1
60520,3
60522,1
60524,2
60526,1
60528,3
60530,1
60532,2
60534,1
60536,3
60538,1
60540,2
60542,1
60544,3
60546,1
60548,2
60550,1
60552,3
60554,1
60556,2
60558,1
60560,3
60562,1
60564,2
60566,1
60568,3
60570,1
60572,2
60574,1
60576,3
60578,1
60580,2
60582,1
60584,3
60586,1
60588,2
60590,1
60592,3
60594,1
60596,2
60598,1
60600,3
60602,1
60604,2
60606,1
60608,3
60610,1
60612,2
60614,1
60616,3
60618,1
60620,2
60622,1
60624,3
60626,1
60628,2
60630,1
60632,3
60634,1
60636,2
60638,1
60640,3
60642,1
60644,2
60646,1
60648,3
60650,1
60652,2
60654,1
60656,3
60658,1
60660,2
60662,1
60664,3
60666,1
60668,2
60670,1
60672,3
60674,1
60676,2
60678,1
60680,3
60682,1
60684,2
60686,1
60688,3
60690,1
60692,2
60694,1
60696,3
60698,1
60700,2
60702,1
60704,3
60706,1
60708,2
60710,1
60712,3
60714,1
60716,2
60718,1
60720,3
60722,1
60724,2
60726,1
60728,3
60730,1
60732,2
60734,1
60736,3
60738,1
60740,2
60742,1
60744,3
60746,1
60748,2
60750,1
60752,3
60754,1
60756,2
60758,1
60760,3
60762,1
60764,2
60766,1
60768,3
60770,1
60772,2
60774,1
60776,3
60778,1
60780,2
60782,1
60784,3
60786,1
60788,2
60790,1
60792,3
60794,1
60796,2
60798,1
60800,3
60802,1
60804,2
60806,1
60808,3
60810,1
60812,2
60814,1
60816,3
60818,1
60820,2
60822,1
60824,3
60826,1
60828,2
60830,1
60832,3
60834,1
60836,2
60838,1
60840,3
60842,1
60844,2
60846,1
60848,3
60850,1
60852,2
60854,1
60856,3
60858,1
60860,2
60862,1
60864,3
60866,1
60868,2
60870,1
60872,3
60874,1
60876,2
60878,1
60880,3
60882,1
60884,2
60886,1
60888,3
60890,1
60892,2
60894,1
60896,3
60898,1
60900,2
60902,1
60904,3
60906,1
60908,2
60910,1
60912,3
60914,1
60916,2
60918,1
60920,3
60922,1
60924,2
60926,1
60928,3
60930,1
60932,2
60934,1
60936,3
60938,1
60940,2
60942,1
60944,3
60946,1
60948,2
60950,1
60952,3
60954,1
60956,2
60958,1
60960,3
60962,1
60964,2
60966,1
60968,3
60970,1
60972,2
60974,1
60976,3
60978,1
60980,2
60982,1
60984,3
60986,1
60988,2
60990,1
60992,3
60994,1
60996,2
60998,1
61000,3
61002,1
61004,2
61006,1
61008,3
61010,1
61012,2
61014,1
61016,3
61018,1
61020,2
61022,1
61024,3
61026,1
61028,2
61030,1
61032,3
61034,1
61036,2
61038,1
61040,3
61042,1
61044,2
61046,1
61048,3
61050,1
61052,2
61054,1
61056,3
61058,1
61060,2
61062,1
61064,3
61066,1
61068,2
61070,1
61072,3
61074,1
61076,2
61078,1
61080,3
61082,1
61084,2
61086,1
61088,3
61090,1
61092,2
61094,1
61096,3
61098,1
61100,2
61102,1
61104,3
61106,1
61108,2
61110,1
61112,3
61114,1
61116,2
61118,1
61120,3
61122,1
61124,2
61126,1
61128,3
61130,1
61132,2
61134,1
61136,3
61138,1
61140,2
61142,1
61144,3
61146,1
61148,2
61150,1
61152,3
61154,1
61156,2
61158,1
61160,3
61162,1
61164,2
61166,1
61168,3
61170,1
61172,2
61174,1
61176,3
61178,1
61180,2
61182,1
61184,3
61186,1
61188,2
61190,1
61192,3
61194,1
61196,2
61198,1
61200,3
61202,1
61204,2
61206,1
61208,3
61210,1
61212,2
61214,1
61216,3
61218,1
61220,2
61222,1
61224,3
61226,1
61228,2
61230,1
61232,3
61234,1
61236,2
61238,1
61240,3
61242,1
61244,2
61246,1
61248,3
61250,1
61252,2
61254,1
61256,3
61258,1
61260,2
61262,1
61264,3
61266,1
61268,2
61270,1
61272,3
61274,1
61276,2
61278,1
61280,3
61282,1
61284,2
61286,1
61288,3
61290,1
61292,2
61294,1
